Source: Live Camera
Date & Time: 2026-07-11 19:11:32
==========================================================================================
Frame: 0296 | Phase: None            | Hip: None            | Times(ms) -> MP: 24.1, Feat: 00.0, Predict: 00.0, States: 00.0
Frame: 0507 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 91.7, Feat: 00.1, Predict: 03.5, States: 00.0
Frame: 0508 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 80.5, Feat: 00.1, Predict: 04.5, States: 00.0
Frame: 0509 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 81.5, Feat: 00.1, Predict: 03.2, States: 00.0
Frame: 0510 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 88.5, Feat: 00.1, Predict: 03.7, States: 00.0
Frame: 0511 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 81.0, Feat: 00.1, Predict: 04.2, States: 00.0
Frame: 0512 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 97.7, Feat: 00.1, Predict: 04.4, States: 00.0
Frame: 0513 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 78.2, Feat: 00.1, Predict: 03.4, States: 00.0
Frame: 0514 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 92.0, Feat: 00.1, Predict: 03.5, States: 00.0
Frame: 0515 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 107.7, Feat: 00.1, Predict: 04.4, States: 00.0
Frame: 0516 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 103.1, Feat: 00.1, Predict: 03.5, States: 00.1
Frame: 0517 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 85.0, Feat: 00.1, Predict: 05.7, States: 00.0
Frame: 0518 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 89.6, Feat: 00.1, Predict: 04.1, States: 00.0
Frame: 0519 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 90.7, Feat: 00.1, Predict: 03.7, States: 00.0
Frame: 0520 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 92.2, Feat: 00.1, Predict: 05.1, States: 00.0
Frame: 0521 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 92.4, Feat: 00.1, Predict: 05.8, States: 00.0
Frame: 0522 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 87.5, Feat: 00.1, Predict: 03.7, States: 00.0
Frame: 0523 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 88.4, Feat: 00.1, Predict: 03.7, States: 00.0
Frame: 0524 | Phase: Medium          | Hip: Good            | Times(ms) -> MP: 84.5, Feat: 00.1, Predict: 04.2, States: 00.0
Frame: 0525 | Phase: Medium          | Hip: Good            | Times(ms) -> MP: 76.1, Feat: 00.1, Predict: 03.1, States: 00.0
Frame: 0526 | Phase: Medium          | Hip: Good            | Times(ms) -> MP: 86.7, Feat: 00.1, Predict: 05.0, States: 00.0
Frame: 0527 | Phase: Medium          | Hip: Good            | Times(ms) -> MP: 101.7, Feat: 00.1, Predict: 05.0, States: 00.0
Frame: 0528 | Phase: Medium          | Hip: Good            | Times(ms) -> MP: 110.3, Feat: 00.1, Predict: 03.7, States: 00.0
Frame: 0529 | Phase: Medium          | Hip: Good            | Times(ms) -> MP: 102.1, Feat: 00.1, Predict: 04.1, States: 00.0
Frame: 0530 | Phase: Medium          | Hip: Good            | Times(ms) -> MP: 97.6, Feat: 00.1, Predict: 04.6, States: 00.0
Frame: 0531 | Phase: Medium          | Hip: Good            | Times(ms) -> MP: 105.8, Feat: 00.1, Predict: 04.2, States: 00.0
Frame: 0532 | Phase: Medium          | Hip: Good            | Times(ms) -> MP: 97.7, Feat: 00.1, Predict: 06.0, States: 00.0
Frame: 0533 | Phase: Medium          | Hip: Good            | Times(ms) -> MP: 106.1, Feat: 00.1, Predict: 04.3, States: 00.0
Frame: 0534 | Phase: Medium          | Hip: Good            | Times(ms) -> MP: 110.1, Feat: 00.1, Predict: 04.8, States: 00.0
Frame: 0535 | Phase: Medium          | Hip: Good            | Times(ms) -> MP: 97.8, Feat: 00.1, Predict: 03.0, States: 00.0
Frame: 0536 | Phase: Medium          | Hip: Good            | Times(ms) -> MP: 85.7, Feat: 00.2, Predict: 03.7, States: 00.0
Frame: 0537 | Phase: Medium          | Hip: Good            | Times(ms) -> MP: 76.4, Feat: 00.1, Predict: 02.9, States: 00.0
Frame: 0538 | Phase: Medium          | Hip: Good            | Times(ms) -> MP: 74.9, Feat: 00.1, Predict: 04.8, States: 00.0
Frame: 0539 | Phase: Medium          | Hip: Good            | Times(ms) -> MP: 78.0, Feat: 00.1, Predict: 02.8, States: 00.0
Frame: 0540 | Phase: Medium          | Hip: Good            | Times(ms) -> MP: 71.3, Feat: 00.1, Predict: 03.6, States: 00.0
Frame: 0541 | Phase: Medium          | Hip: Good            | Times(ms) -> MP: 70.6, Feat: 00.1, Predict: 03.5, States: 00.0
Frame: 0542 | Phase: Medium          | Hip: Good            | Times(ms) -> MP: 77.7, Feat: 00.1, Predict: 03.3, States: 00.0
Frame: 0543 | Phase: Medium          | Hip: Good            | Times(ms) -> MP: 67.0, Feat: 00.1, Predict: 02.6, States: 00.0
Frame: 0544 | Phase: Medium          | Hip: Good            | Times(ms) -> MP: 70.8, Feat: 00.1, Predict: 03.3, States: 00.0
Frame: 0545 | Phase: Medium          | Hip: Good            | Times(ms) -> MP: 69.7, Feat: 00.1, Predict: 03.8, States: 00.0
Frame: 0546 | Phase: Medium          | Hip: Good            | Times(ms) -> MP: 65.5, Feat: 00.1, Predict: 02.7, States: 00.0
Frame: 0547 | Phase: Medium          | Hip: Good            | Times(ms) -> MP: 71.5, Feat: 00.1, Predict: 04.4, States: 00.0
Frame: 0548 | Phase: Medium          | Hip: Good            | Times(ms) -> MP: 67.5, Feat: 00.1, Predict: 03.1, States: 00.0
Frame: 0549 | Phase: Medium          | Hip: Good            | Times(ms) -> MP: 66.2, Feat: 00.1, Predict: 05.1, States: 00.0
Frame: 0550 | Phase: High            | Hip: Too Low         | Times(ms) -> MP: 66.0, Feat: 00.1, Predict: 03.2, States: 00.0
Frame: 0551 | Phase: High            | Hip: Good            | Times(ms) -> MP: 67.8, Feat: 00.1, Predict: 02.9, States: 00.0
Frame: 0552 | Phase: High            | Hip: Good            | Times(ms) -> MP: 65.3, Feat: 00.1, Predict: 02.7, States: 00.0
Frame: 0553 | Phase: High            | Hip: Good            | Times(ms) -> MP: 66.0, Feat: 00.1, Predict: 04.6, States: 00.0
Frame: 0554 | Phase: High            | Hip: Good            | Times(ms) -> MP: 65.2, Feat: 00.1, Predict: 03.0, States: 00.0
Frame: 0555 | Phase: High            | Hip: Good            | Times(ms) -> MP: 69.7, Feat: 00.1, Predict: 02.8, States: 00.0
Frame: 0556 | Phase: High            | Hip: Good            | Times(ms) -> MP: 69.9, Feat: 00.1, Predict: 03.8, States: 00.0
Frame: 0557 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 70.1, Feat: 00.1, Predict: 04.2, States: 00.0
Frame: 0558 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 71.2, Feat: 00.1, Predict: 02.5, States: 00.0
Frame: 0559 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 63.7, Feat: 00.1, Predict: 02.8, States: 00.0
Frame: 0560 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 63.0, Feat: 00.1, Predict: 02.8, States: 00.0
Frame: 0561 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 69.7, Feat: 00.1, Predict: 02.7, States: 00.0
Frame: 0562 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 66.7, Feat: 00.1, Predict: 04.5, States: 00.0
Frame: 0563 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 73.7, Feat: 00.1, Predict: 03.3, States: 00.0
Frame: 0564 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 67.9, Feat: 00.1, Predict: 02.8, States: 00.0
Frame: 0565 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 65.5, Feat: 00.1, Predict: 04.6, States: 00.0
Frame: 0566 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 65.5, Feat: 00.1, Predict: 03.8, States: 00.0
Frame: 0567 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 65.7, Feat: 00.1, Predict: 03.4, States: 00.0
Frame: 0568 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 67.9, Feat: 00.1, Predict: 04.4, States: 00.0
Frame: 0569 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 72.5, Feat: 00.1, Predict: 02.6, States: 00.0
Frame: 0570 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 66.1, Feat: 00.1, Predict: 03.5, States: 00.0
Frame: 0571 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 65.3, Feat: 00.1, Predict: 03.9, States: 00.0
Frame: 0572 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 69.7, Feat: 00.1, Predict: 03.5, States: 00.0
Frame: 0573 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 68.4, Feat: 00.1, Predict: 02.7, States: 00.0
Frame: 0574 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 69.3, Feat: 00.1, Predict: 04.0, States: 00.0
Frame: 0575 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 73.7, Feat: 00.1, Predict: 02.9, States: 00.0
Frame: 0576 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 70.1, Feat: 00.1, Predict: 02.6, States: 00.0
Frame: 0577 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 68.4, Feat: 00.1, Predict: 02.8, States: 00.0
Frame: 0578 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 72.4, Feat: 00.1, Predict: 03.0, States: 00.0
Frame: 0579 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 77.2, Feat: 00.1, Predict: 04.3, States: 00.0
Frame: 0580 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 81.2, Feat: 00.1, Predict: 04.1, States: 00.0
Frame: 0581 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 84.4, Feat: 00.1, Predict: 04.2, States: 00.0
Frame: 0582 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 76.7, Feat: 00.1, Predict: 03.3, States: 00.0
Frame: 0583 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 97.4, Feat: 00.1, Predict: 04.0, States: 00.0
Frame: 0584 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 84.0, Feat: 00.1, Predict: 05.8, States: 00.0
Frame: 0585 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 83.1, Feat: 00.1, Predict: 05.1, States: 00.0
Frame: 0586 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 83.9, Feat: 00.1, Predict: 04.1, States: 00.0
Frame: 0587 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 88.2, Feat: 00.1, Predict: 03.2, States: 00.0
Frame: 0588 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 83.5, Feat: 00.1, Predict: 05.0, States: 00.0
Frame: 0589 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 84.6, Feat: 00.1, Predict: 03.0, States: 00.0
Frame: 0590 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 93.1, Feat: 00.1, Predict: 03.0, States: 00.0
Frame: 0591 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 88.9, Feat: 00.1, Predict: 04.3, States: 00.0
Frame: 0592 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 96.1, Feat: 00.1, Predict: 04.0, States: 00.0
Frame: 0593 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 86.8, Feat: 00.1, Predict: 04.9, States: 00.0
Frame: 0594 | Phase: None            | Hip: None            | Times(ms) -> MP: 86.3, Feat: 00.0, Predict: 00.0, States: 00.0
Frame: 0595 | Phase: None            | Hip: None            | Times(ms) -> MP: 19.1, Feat: 00.0, Predict: 00.0, States: 00.0
Frame: 0597 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 100.0, Feat: 00.1, Predict: 04.4, States: 00.0
Frame: 0598 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 93.0, Feat: 00.1, Predict: 04.7, States: 00.0
Frame: 0599 | Phase: None            | Hip: None            | Times(ms) -> MP: 92.0, Feat: 00.0, Predict: 00.0, States: 00.0
Frame: 0600 | Phase: None            | Hip: None            | Times(ms) -> MP: 18.0, Feat: 00.0, Predict: 00.0, States: 00.0
Frame: 0602 | Phase: None            | Hip: None            | Times(ms) -> MP: 19.4, Feat: 00.0, Predict: 00.0, States: 00.0
Frame: 0604 | Phase: None            | Hip: None            | Times(ms) -> MP: 21.5, Feat: 00.0, Predict: 00.0, States: 00.0
Frame: 0606 | Phase: None            | Hip: None            | Times(ms) -> MP: 16.6, Feat: 00.0, Predict: 00.0, States: 00.0
Frame: 0608 | Phase: None            | Hip: None            | Times(ms) -> MP: 19.7, Feat: 00.0, Predict: 00.0, States: 00.0
Frame: 0610 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 101.9, Feat: 00.1, Predict: 03.7, States: 00.0
Frame: 0611 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 117.0, Feat: 00.1, Predict: 06.2, States: 00.0
Frame: 0612 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 106.0, Feat: 00.1, Predict: 03.2, States: 00.0
Frame: 0613 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 84.7, Feat: 00.1, Predict: 04.8, States: 00.0
Frame: 0614 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 103.4, Feat: 00.1, Predict: 04.4, States: 00.1
Frame: 0615 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 98.1, Feat: 00.1, Predict: 04.6, States: 00.0
Frame: 0616 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 105.9, Feat: 00.1, Predict: 03.6, States: 00.0
Frame: 0617 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 112.0, Feat: 00.1, Predict: 04.0, States: 00.0
Frame: 0618 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 94.0, Feat: 00.1, Predict: 03.9, States: 00.0
Frame: 0619 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 81.3, Feat: 00.1, Predict: 03.7, States: 00.1
Frame: 0620 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 81.7, Feat: 00.1, Predict: 03.3, States: 00.0
Frame: 0621 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 75.7, Feat: 00.1, Predict: 03.2, States: 00.0
Frame: 0622 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 85.9, Feat: 00.2, Predict: 05.9, States: 00.0
Frame: 0623 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 79.9, Feat: 00.1, Predict: 03.2, States: 00.0
Frame: 0624 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 69.5, Feat: 00.1, Predict: 03.5, States: 00.0
Frame: 0625 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 76.5, Feat: 00.1, Predict: 02.8, States: 00.0
Frame: 0626 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 68.9, Feat: 00.1, Predict: 04.1, States: 00.0
Frame: 0627 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 69.3, Feat: 00.1, Predict: 02.8, States: 00.0
Frame: 0628 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 75.8, Feat: 00.1, Predict: 03.7, States: 00.0
Frame: 0629 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 69.4, Feat: 00.1, Predict: 02.8, States: 00.0
Frame: 0630 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 71.0, Feat: 00.1, Predict: 04.3, States: 00.0
Frame: 0631 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 76.2, Feat: 00.1, Predict: 03.3, States: 00.0
Frame: 0632 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 67.8, Feat: 00.1, Predict: 03.0, States: 00.0
Frame: 0633 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 71.5, Feat: 00.1, Predict: 03.7, States: 00.0
Frame: 0634 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 72.5, Feat: 00.1, Predict: 02.6, States: 00.0
Frame: 0635 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 66.4, Feat: 00.1, Predict: 05.2, States: 00.0
Frame: 0636 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 85.3, Feat: 00.1, Predict: 03.5, States: 00.0
Frame: 0637 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 69.4, Feat: 00.2, Predict: 02.9, States: 00.0
Frame: 0638 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 65.1, Feat: 00.1, Predict: 02.8, States: 00.0
Frame: 0639 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 68.2, Feat: 00.1, Predict: 03.5, States: 00.0
Frame: 0640 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 67.4, Feat: 00.1, Predict: 03.6, States: 00.0
Frame: 0641 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 64.1, Feat: 00.1, Predict: 03.1, States: 00.0
Frame: 0642 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 67.1, Feat: 00.1, Predict: 02.6, States: 00.0
Frame: 0643 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 64.9, Feat: 00.1, Predict: 03.2, States: 00.0
Frame: 0644 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 65.4, Feat: 00.1, Predict: 03.3, States: 00.0
Frame: 0645 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 93.6, Feat: 00.1, Predict: 03.8, States: 00.1
Frame: 0646 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 87.0, Feat: 00.1, Predict: 04.0, States: 00.0
Frame: 0647 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 72.1, Feat: 00.2, Predict: 04.2, States: 00.0
Frame: 0648 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 73.6, Feat: 00.1, Predict: 03.7, States: 00.0
Frame: 0649 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 71.4, Feat: 00.1, Predict: 03.9, States: 00.0
Frame: 0650 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 69.3, Feat: 00.1, Predict: 04.6, States: 00.0
Frame: 0651 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 68.0, Feat: 00.1, Predict: 02.6, States: 00.0
Frame: 0652 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 71.7, Feat: 00.1, Predict: 03.3, States: 00.0
Frame: 0653 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 67.5, Feat: 00.1, Predict: 02.6, States: 00.0
Frame: 0654 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 68.6, Feat: 00.2, Predict: 04.5, States: 00.0
Frame: 0655 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 67.5, Feat: 00.1, Predict: 03.1, States: 00.0
Frame: 0656 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 68.1, Feat: 00.1, Predict: 02.5, States: 00.0
Frame: 0657 | Phase: High            | Hip: Good            | Times(ms) -> MP: 78.5, Feat: 00.1, Predict: 03.2, States: 00.0
Frame: 0658 | Phase: High            | Hip: Good            | Times(ms) -> MP: 65.0, Feat: 00.1, Predict: 03.3, States: 00.0
Frame: 0659 | Phase: High            | Hip: Good            | Times(ms) -> MP: 71.2, Feat: 00.1, Predict: 02.7, States: 00.0
Frame: 0660 | Phase: High            | Hip: Good            | Times(ms) -> MP: 66.8, Feat: 00.1, Predict: 02.5, States: 00.0
Frame: 0661 | Phase: High            | Hip: Good            | Times(ms) -> MP: 72.2, Feat: 00.1, Predict: 03.5, States: 00.0
Frame: 0662 | Phase: High            | Hip: Good            | Times(ms) -> MP: 77.7, Feat: 00.1, Predict: 04.8, States: 00.0
Frame: 0663 | Phase: High            | Hip: Good            | Times(ms) -> MP: 75.6, Feat: 00.1, Predict: 02.8, States: 00.0
Frame: 0664 | Phase: High            | Hip: Good            | Times(ms) -> MP: 75.3, Feat: 00.1, Predict: 04.7, States: 00.0
Frame: 0665 | Phase: High            | Hip: Good            | Times(ms) -> MP: 86.1, Feat: 00.1, Predict: 03.6, States: 00.0
Frame: 0666 | Phase: High            | Hip: Good            | Times(ms) -> MP: 88.2, Feat: 00.1, Predict: 03.2, States: 00.0
Frame: 0667 | Phase: High            | Hip: Good            | Times(ms) -> MP: 76.2, Feat: 00.1, Predict: 03.1, States: 00.0
Frame: 0668 | Phase: High            | Hip: Good            | Times(ms) -> MP: 82.1, Feat: 00.1, Predict: 04.3, States: 00.0
Frame: 0669 | Phase: High            | Hip: Good            | Times(ms) -> MP: 92.3, Feat: 00.1, Predict: 04.4, States: 00.0
Frame: 0670 | Phase: High            | Hip: Good            | Times(ms) -> MP: 91.6, Feat: 00.1, Predict: 03.7, States: 00.0
Frame: 0671 | Phase: High            | Hip: Good            | Times(ms) -> MP: 92.9, Feat: 00.1, Predict: 04.1, States: 00.0
Frame: 0672 | Phase: High            | Hip: Good            | Times(ms) -> MP: 87.2, Feat: 00.1, Predict: 03.3, States: 00.0
Frame: 0673 | Phase: High            | Hip: Good            | Times(ms) -> MP: 90.6, Feat: 00.1, Predict: 05.2, States: 00.0
Frame: 0674 | Phase: High            | Hip: Good            | Times(ms) -> MP: 93.6, Feat: 00.1, Predict: 06.5, States: 00.0
Frame: 0675 | Phase: High            | Hip: Good            | Times(ms) -> MP: 94.7, Feat: 00.1, Predict: 04.0, States: 00.0
Frame: 0676 | Phase: High            | Hip: Good            | Times(ms) -> MP: 86.1, Feat: 00.1, Predict: 04.6, States: 00.0
Frame: 0677 | Phase: High            | Hip: Good            | Times(ms) -> MP: 97.2, Feat: 00.1, Predict: 02.8, States: 00.0
Frame: 0678 | Phase: High            | Hip: Good            | Times(ms) -> MP: 91.7, Feat: 00.1, Predict: 02.9, States: 00.0
Frame: 0679 | Phase: High            | Hip: Good            | Times(ms) -> MP: 91.6, Feat: 00.1, Predict: 03.4, States: 00.0
Frame: 0680 | Phase: High            | Hip: Good            | Times(ms) -> MP: 92.7, Feat: 00.1, Predict: 03.7, States: 00.0
Frame: 0681 | Phase: High            | Hip: Good            | Times(ms) -> MP: 80.0, Feat: 00.1, Predict: 04.4, States: 00.0
Frame: 0682 | Phase: High            | Hip: Good            | Times(ms) -> MP: 77.8, Feat: 00.1, Predict: 04.7, States: 00.0
Frame: 0683 | Phase: High            | Hip: Good            | Times(ms) -> MP: 84.3, Feat: 00.1, Predict: 05.1, States: 00.0
Frame: 0684 | Phase: High            | Hip: Good            | Times(ms) -> MP: 81.3, Feat: 00.2, Predict: 04.0, States: 00.0
Frame: 0685 | Phase: High            | Hip: Good            | Times(ms) -> MP: 118.4, Feat: 00.1, Predict: 04.8, States: 00.0
Frame: 0686 | Phase: High            | Hip: Good            | Times(ms) -> MP: 103.3, Feat: 00.1, Predict: 04.9, States: 00.0
Frame: 0687 | Phase: High            | Hip: Good            | Times(ms) -> MP: 88.8, Feat: 00.1, Predict: 04.6, States: 00.0
Frame: 0688 | Phase: High            | Hip: Good            | Times(ms) -> MP: 99.2, Feat: 00.1, Predict: 04.5, States: 00.0
Frame: 0689 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 97.3, Feat: 00.1, Predict: 03.8, States: 00.0
Frame: 0690 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 92.1, Feat: 00.1, Predict: 03.1, States: 00.0
Frame: 0691 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 95.7, Feat: 00.1, Predict: 05.1, States: 00.0
Frame: 0692 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 86.3, Feat: 00.1, Predict: 04.6, States: 00.0
Frame: 0693 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 96.3, Feat: 00.1, Predict: 03.5, States: 00.0
Frame: 0694 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 79.1, Feat: 00.1, Predict: 03.6, States: 00.0
Frame: 0695 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 75.8, Feat: 00.1, Predict: 06.2, States: 00.0
Frame: 0696 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 99.4, Feat: 00.1, Predict: 03.4, States: 00.0
Frame: 0697 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 81.8, Feat: 00.1, Predict: 03.5, States: 00.0
Frame: 0698 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 81.3, Feat: 00.1, Predict: 05.3, States: 00.0
Frame: 0699 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 91.0, Feat: 00.1, Predict: 03.9, States: 00.0
Frame: 0700 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 75.9, Feat: 00.1, Predict: 03.9, States: 00.0
Frame: 0701 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 69.7, Feat: 00.1, Predict: 02.9, States: 00.0
Frame: 0702 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 72.6, Feat: 00.1, Predict: 03.2, States: 00.0
Frame: 0703 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 69.4, Feat: 00.1, Predict: 02.8, States: 00.0
Frame: 0704 | Phase: High            | Hip: Good            | Times(ms) -> MP: 73.3, Feat: 00.1, Predict: 04.0, States: 00.0
Frame: 0705 | Phase: High            | Hip: Good            | Times(ms) -> MP: 73.8, Feat: 00.1, Predict: 02.6, States: 00.0
Frame: 0706 | Phase: High            | Hip: Good            | Times(ms) -> MP: 71.4, Feat: 00.1, Predict: 02.7, States: 00.0
Frame: 0707 | Phase: High            | Hip: Good            | Times(ms) -> MP: 70.3, Feat: 00.1, Predict: 02.9, States: 00.0
Frame: 0708 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 67.4, Feat: 00.1, Predict: 02.6, States: 00.0
Frame: 0709 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 64.6, Feat: 00.1, Predict: 02.7, States: 00.0
Frame: 0710 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 67.2, Feat: 00.1, Predict: 03.8, States: 00.0
Frame: 0711 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 68.0, Feat: 00.1, Predict: 02.4, States: 00.0
Frame: 0712 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 66.0, Feat: 00.1, Predict: 03.1, States: 00.0
Frame: 0713 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 70.0, Feat: 00.1, Predict: 03.3, States: 00.0
Frame: 0714 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 69.2, Feat: 00.1, Predict: 03.0, States: 00.0
Frame: 0715 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 76.9, Feat: 00.1, Predict: 02.6, States: 00.0
Frame: 0716 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 61.4, Feat: 00.1, Predict: 03.3, States: 00.0
Frame: 0717 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 62.3, Feat: 00.1, Predict: 02.6, States: 00.0
Frame: 0718 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 63.7, Feat: 00.1, Predict: 02.9, States: 00.0
Frame: 0719 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 65.4, Feat: 00.1, Predict: 03.2, States: 00.0
Frame: 0720 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 68.2, Feat: 00.1, Predict: 03.1, States: 00.0
Frame: 0721 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 73.8, Feat: 00.1, Predict: 04.5, States: 00.0
Frame: 0722 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 73.5, Feat: 00.1, Predict: 03.5, States: 00.0
Frame: 0723 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 66.7, Feat: 00.1, Predict: 02.5, States: 00.0
