Source: Offline Video - Maximum Push-Ups in One Minute - International Book Of Records - International Book Of Records (1080p).mp4
Date & Time: 2026-07-16 07:46:48
==========================================================================================
Frame: 0001 | Processed: Yes  | TS(ms): 1784186802913 | Delta: 0000 | Phase: None            | Hip: None            | Reps: 00 | RepState: idle            | HipStatus: Good       | Times(ms) -> MP: 69.1, Feat: 00.0, Predict: 00.0, States: 00.0
Frame: 0232 | Processed: Yes  | TS(ms): 1784186812153 | Delta: 0000 | Phase: Medium          | Hip: Good            | Reps: 02 | RepState: ascending_mid   | HipStatus: Good Form  | Times(ms) -> MP: 52.6, Feat: 00.2, Predict: 02.6, States: 00.0
Frame: 0233 | Processed: Yes  | TS(ms): 1784186812193 | Delta: 0000 | Phase: Medium          | Hip: Good            | Reps: 02 | RepState: ascending_mid   | HipStatus: Good Form  | Times(ms) -> MP: 51.4, Feat: 00.2, Predict: 02.3, States: 00.0
Frame: 0234 | Processed: Yes  | TS(ms): 1784186812233 | Delta: 0000 | Phase: Medium          | Hip: Good            | Reps: 02 | RepState: ascending_mid   | HipStatus: Good Form  | Times(ms) -> MP: 49.0, Feat: 00.2, Predict: 02.6, States: 00.0
Frame: 0235 | Processed: Yes  | TS(ms): 1784186812273 | Delta: 0000 | Phase: Medium          | Hip: Good            | Reps: 02 | RepState: ascending_mid   | HipStatus: Good Form  | Times(ms) -> MP: 50.4, Feat: 00.2, Predict: 02.3, States: 00.0
Frame: 0236 | Processed: Yes  | TS(ms): 1784186812313 | Delta: 0000 | Phase: Medium          | Hip: Good            | Reps: 02 | RepState: ascending_mid   | HipStatus: Good Form  | Times(ms) -> MP: 51.5, Feat: 00.2, Predict: 02.3, States: 00.0
Frame: 0237 | Processed: Yes  | TS(ms): 1784186812353 | Delta: 0000 | Phase: Medium          | Hip: Good            | Reps: 02 | RepState: ascending_mid   | HipStatus: Good Form  | Times(ms) -> MP: 51.9, Feat: 00.2, Predict: 02.8, States: 00.0
Frame: 0238 | Processed: Yes  | TS(ms): 1784186812393 | Delta: 0000 | Phase: Low             | Hip: Good            | Reps: 02 | RepState: ascending_mid   | HipStatus: Good Form  | Times(ms) -> MP: 67.6, Feat: 00.2, Predict: 02.8, States: 00.0
Frame: 0239 | Processed: Yes  | TS(ms): 1784186812433 | Delta: 0000 | Phase: Low             | Hip: Good            | Reps: 02 | RepState: ascending_mid   | HipStatus: Good Form  | Times(ms) -> MP: 49.9, Feat: 00.2, Predict: 02.7, States: 00.0
Frame: 0240 | Processed: Yes  | TS(ms): 1784186812473 | Delta: 0000 | Phase: Low             | Hip: Good            | Reps: 02 | RepState: LOW             | HipStatus: Good Form  | Times(ms) -> MP: 53.5, Feat: 00.3, Predict: 02.7, States: 00.0
Frame: 0241 | Processed: Yes  | TS(ms): 1784186812513 | Delta: 0000 | Phase: Low             | Hip: Good            | Reps: 02 | RepState: LOW             | HipStatus: Good Form  | Times(ms) -> MP: 50.7, Feat: 00.2, Predict: 02.9, States: 00.0
Frame: 0242 | Processed: Yes  | TS(ms): 1784186812553 | Delta: 0000 | Phase: Low             | Hip: Good            | Reps: 02 | RepState: LOW             | HipStatus: Good Form  | Times(ms) -> MP: 53.4, Feat: 00.2, Predict: 02.4, States: 00.0
Frame: 0243 | Processed: Yes  | TS(ms): 1784186812593 | Delta: 0000 | Phase: Medium          | Hip: Good            | Reps: 02 | RepState: LOW             | HipStatus: Good Form  | Times(ms) -> MP: 54.1, Feat: 00.2, Predict: 02.5, States: 00.0
Frame: 0244 | Processed: Yes  | TS(ms): 1784186812633 | Delta: 0000 | Phase: Medium          | Hip: Good            | Reps: 02 | RepState: LOW             | HipStatus: Good Form  | Times(ms) -> MP: 48.0, Feat: 00.2, Predict: 02.9, States: 00.0
Frame: 0245 | Processed: Yes  | TS(ms): 1784186812673 | Delta: 0000 | Phase: Medium          | Hip: Good            | Reps: 02 | RepState: ascending_mid   | HipStatus: Good Form  | Times(ms) -> MP: 50.7, Feat: 00.2, Predict: 02.4, States: 00.0
Frame: 0246 | Processed: Yes  | TS(ms): 1784186812713 | Delta: 0000 | Phase: Medium          | Hip: Good            | Reps: 02 | RepState: ascending_mid   | HipStatus: Good Form  | Times(ms) -> MP: 51.2, Feat: 00.2, Predict: 02.4, States: 00.0
Frame: 0247 | Processed: Yes  | TS(ms): 1784186812753 | Delta: 0000 | Phase: High            | Hip: Good            | Reps: 02 | RepState: ascending_mid   | HipStatus: Good Form  | Times(ms) -> MP: 50.6, Feat: 00.2, Predict: 02.7, States: 00.0
Frame: 0248 | Processed: Yes  | TS(ms): 1784186812793 | Delta: 0000 | Phase: High            | Hip: Good            | Reps: 02 | RepState: ascending_mid   | HipStatus: Good Form  | Times(ms) -> MP: 52.0, Feat: 00.2, Predict: 02.5, States: 00.0
Frame: 0249 | Processed: Yes  | TS(ms): 1784186812833 | Delta: 0000 | Phase: High            | Hip: Good            | Reps: 03 | RepState: HIGH            | HipStatus: Good Form  | Times(ms) -> MP: 52.4, Feat: 00.2, Predict: 02.4, States: 00.0
Frame: 0250 | Processed: Yes  | TS(ms): 1784186812873 | Delta: 0000 | Phase: High            | Hip: Good            | Reps: 03 | RepState: HIGH            | HipStatus: Good Form  | Times(ms) -> MP: 50.5, Feat: 00.4, Predict: 02.7, States: 00.0
Frame: 0251 | Processed: Yes  | TS(ms): 1784186812913 | Delta: 0000 | Phase: Medium          | Hip: Good            | Reps: 03 | RepState: HIGH            | HipStatus: Good Form  | Times(ms) -> MP: 52.2, Feat: 00.2, Predict: 02.5, States: 00.0
Frame: 0252 | Processed: Yes  | TS(ms): 1784186812953 | Delta: 0000 | Phase: Medium          | Hip: Good            | Reps: 03 | RepState: HIGH            | HipStatus: Good Form  | Times(ms) -> MP: 53.1, Feat: 00.2, Predict: 02.5, States: 00.0
Frame: 0253 | Processed: Yes  | TS(ms): 1784186812993 | Delta: 0000 | Phase: Medium          | Hip: Good            | Reps: 03 | RepState: descending_mid  | HipStatus: Good Form  | Times(ms) -> MP: 51.2, Feat: 00.3, Predict: 02.6, States: 00.0
Frame: 0254 | Processed: Yes  | TS(ms): 1784186813033 | Delta: 0000 | Phase: Medium          | Hip: Good            | Reps: 03 | RepState: descending_mid  | HipStatus: Good Form  | Times(ms) -> MP: 51.0, Feat: 00.2, Predict: 02.4, States: 00.0
Frame: 0255 | Processed: Yes  | TS(ms): 1784186813073 | Delta: 0000 | Phase: Medium          | Hip: Good            | Reps: 03 | RepState: descending_mid  | HipStatus: Good Form  | Times(ms) -> MP: 51.0, Feat: 00.2, Predict: 02.4, States: 00.0
Frame: 0256 | Processed: Yes  | TS(ms): 1784186813113 | Delta: 0000 | Phase: Low             | Hip: Good            | Reps: 03 | RepState: descending_mid  | HipStatus: Good Form  | Times(ms) -> MP: 49.2, Feat: 00.2, Predict: 02.7, States: 00.0
Frame: 0257 | Processed: Yes  | TS(ms): 1784186813153 | Delta: 0000 | Phase: Low             | Hip: Good            | Reps: 03 | RepState: descending_mid  | HipStatus: Good Form  | Times(ms) -> MP: 52.0, Feat: 00.2, Predict: 02.6, States: 00.0
Frame: 0258 | Processed: Yes  | TS(ms): 1784186813193 | Delta: 0000 | Phase: Low             | Hip: Good            | Reps: 03 | RepState: LOW             | HipStatus: Good Form  | Times(ms) -> MP: 50.0, Feat: 00.2, Predict: 02.6, States: 00.0
Frame: 0259 | Processed: Yes  | TS(ms): 1784186813233 | Delta: 0000 | Phase: Low             | Hip: Good            | Reps: 03 | RepState: LOW             | HipStatus: Good Form  | Times(ms) -> MP: 51.3, Feat: 00.2, Predict: 03.0, States: 00.0
Frame: 0260 | Processed: Yes  | TS(ms): 1784186813273 | Delta: 0000 | Phase: Medium          | Hip: Good            | Reps: 03 | RepState: LOW             | HipStatus: Good Form  | Times(ms) -> MP: 51.1, Feat: 00.2, Predict: 02.6, States: 00.0
Frame: 0261 | Processed: Yes  | TS(ms): 1784186813313 | Delta: 0000 | Phase: Medium          | Hip: Good            | Reps: 03 | RepState: LOW             | HipStatus: Good Form  | Times(ms) -> MP: 52.0, Feat: 00.2, Predict: 02.4, States: 00.0
Frame: 0262 | Processed: Yes  | TS(ms): 1784186813353 | Delta: 0000 | Phase: Medium          | Hip: Good            | Reps: 03 | RepState: ascending_mid   | HipStatus: Good Form  | Times(ms) -> MP: 50.6, Feat: 00.3, Predict: 02.5, States: 00.0
Frame: 0263 | Processed: Yes  | TS(ms): 1784186813393 | Delta: 0000 | Phase: Medium          | Hip: Good            | Reps: 03 | RepState: ascending_mid   | HipStatus: Good Form  | Times(ms) -> MP: 49.0, Feat: 00.2, Predict: 02.5, States: 00.0
Frame: 0264 | Processed: Yes  | TS(ms): 1784186813433 | Delta: 0000 | Phase: Medium          | Hip: Good            | Reps: 03 | RepState: ascending_mid   | HipStatus: Good Form  | Times(ms) -> MP: 51.4, Feat: 00.2, Predict: 02.5, States: 00.0
Frame: 0265 | Processed: Yes  | TS(ms): 1784186813473 | Delta: 0000 | Phase: Medium          | Hip: Good            | Reps: 03 | RepState: ascending_mid   | HipStatus: Good Form  | Times(ms) -> MP: 48.8, Feat: 00.2, Predict: 02.8, States: 00.0
Frame: 0266 | Processed: Yes  | TS(ms): 1784186813513 | Delta: 0000 | Phase: High            | Hip: Good            | Reps: 03 | RepState: ascending_mid   | HipStatus: Good Form  | Times(ms) -> MP: 51.5, Feat: 00.2, Predict: 02.5, States: 00.0
Frame: 0267 | Processed: Yes  | TS(ms): 1784186813553 | Delta: 0000 | Phase: High            | Hip: Good            | Reps: 03 | RepState: ascending_mid   | HipStatus: Good Form  | Times(ms) -> MP: 48.4, Feat: 00.2, Predict: 02.6, States: 00.0
Frame: 0268 | Processed: Yes  | TS(ms): 1784186813593 | Delta: 0000 | Phase: High            | Hip: Good            | Reps: 04 | RepState: HIGH            | HipStatus: Good Form  | Times(ms) -> MP: 48.1, Feat: 00.2, Predict: 02.9, States: 00.0
Frame: 0269 | Processed: Yes  | TS(ms): 1784186813633 | Delta: 0000 | Phase: High            | Hip: Good            | Reps: 04 | RepState: HIGH            | HipStatus: Good Form  | Times(ms) -> MP: 48.0, Feat: 00.2, Predict: 02.9, States: 00.0
Frame: 0270 | Processed: Yes  | TS(ms): 1784186813673 | Delta: 0000 | Phase: Medium          | Hip: Good            | Reps: 04 | RepState: HIGH            | HipStatus: Good Form  | Times(ms) -> MP: 48.7, Feat: 00.2, Predict: 02.7, States: 00.0
Frame: 0271 | Processed: Yes  | TS(ms): 1784186813713 | Delta: 0000 | Phase: Medium          | Hip: Good            | Reps: 04 | RepState: HIGH            | HipStatus: Good Form  | Times(ms) -> MP: 56.2, Feat: 00.2, Predict: 02.8, States: 00.0
Frame: 0272 | Processed: Yes  | TS(ms): 1784186813753 | Delta: 0000 | Phase: Medium          | Hip: Good            | Reps: 04 | RepState: descending_mid  | HipStatus: Good Form  | Times(ms) -> MP: 48.3, Feat: 00.2, Predict: 02.8, States: 00.0
Frame: 0273 | Processed: Yes  | TS(ms): 1784186813793 | Delta: 0000 | Phase: Medium          | Hip: Good            | Reps: 04 | RepState: descending_mid  | HipStatus: Good Form  | Times(ms) -> MP: 48.7, Feat: 00.3, Predict: 02.8, States: 00.0
Frame: 0274 | Processed: Yes  | TS(ms): 1784186813833 | Delta: 0000 | Phase: Medium          | Hip: Good            | Reps: 04 | RepState: descending_mid  | HipStatus: Good Form  | Times(ms) -> MP: 47.5, Feat: 00.2, Predict: 02.8, States: 00.0
Frame: 0275 | Processed: Yes  | TS(ms): 1784186813873 | Delta: 0000 | Phase: Low             | Hip: Good            | Reps: 04 | RepState: descending_mid  | HipStatus: Good Form  | Times(ms) -> MP: 48.9, Feat: 00.2, Predict: 03.0, States: 00.0
Frame: 0276 | Processed: Yes  | TS(ms): 1784186813913 | Delta: 0000 | Phase: Low             | Hip: Good            | Reps: 04 | RepState: descending_mid  | HipStatus: Good Form  | Times(ms) -> MP: 51.1, Feat: 00.3, Predict: 03.5, States: 00.0
Frame: 0277 | Processed: Yes  | TS(ms): 1784186813953 | Delta: 0000 | Phase: Low             | Hip: Good            | Reps: 04 | RepState: LOW             | HipStatus: Good Form  | Times(ms) -> MP: 50.3, Feat: 00.2, Predict: 02.9, States: 00.0
Frame: 0278 | Processed: Yes  | TS(ms): 1784186813993 | Delta: 0000 | Phase: Medium          | Hip: Good            | Reps: 04 | RepState: LOW             | HipStatus: Good Form  | Times(ms) -> MP: 50.2, Feat: 00.2, Predict: 02.4, States: 00.0
Frame: 0279 | Processed: Yes  | TS(ms): 1784186814033 | Delta: 0000 | Phase: Low             | Hip: Good            | Reps: 04 | RepState: LOW             | HipStatus: Good Form  | Times(ms) -> MP: 49.9, Feat: 00.2, Predict: 02.9, States: 00.0
Frame: 0280 | Processed: Yes  | TS(ms): 1784186814073 | Delta: 0000 | Phase: Medium          | Hip: Good            | Reps: 04 | RepState: LOW             | HipStatus: Good Form  | Times(ms) -> MP: 52.0, Feat: 00.2, Predict: 02.7, States: 00.0
Frame: 0281 | Processed: Yes  | TS(ms): 1784186814113 | Delta: 0000 | Phase: Medium          | Hip: Good            | Reps: 04 | RepState: ascending_mid   | HipStatus: Good Form  | Times(ms) -> MP: 48.2, Feat: 00.2, Predict: 02.8, States: 00.0
Frame: 0282 | Processed: Yes  | TS(ms): 1784186814153 | Delta: 0000 | Phase: Medium          | Hip: Good            | Reps: 04 | RepState: ascending_mid   | HipStatus: Good Form  | Times(ms) -> MP: 50.3, Feat: 00.2, Predict: 02.8, States: 00.0
Frame: 0283 | Processed: Yes  | TS(ms): 1784186814193 | Delta: 0000 | Phase: Medium          | Hip: Good            | Reps: 04 | RepState: ascending_mid   | HipStatus: Good Form  | Times(ms) -> MP: 49.9, Feat: 00.2, Predict: 02.8, States: 00.0
Frame: 0284 | Processed: Yes  | TS(ms): 1784186814233 | Delta: 0000 | Phase: High            | Hip: Good            | Reps: 04 | RepState: ascending_mid   | HipStatus: Good Form  | Times(ms) -> MP: 48.4, Feat: 00.2, Predict: 02.5, States: 00.0
Frame: 0285 | Processed: Yes  | TS(ms): 1784186814273 | Delta: 0000 | Phase: High            | Hip: Good            | Reps: 04 | RepState: ascending_mid   | HipStatus: Good Form  | Times(ms) -> MP: 49.8, Feat: 00.2, Predict: 03.1, States: 00.0
Frame: 0286 | Processed: Yes  | TS(ms): 1784186814313 | Delta: 0000 | Phase: High            | Hip: Good            | Reps: 05 | RepState: HIGH            | HipStatus: Good Form  | Times(ms) -> MP: 49.5, Feat: 00.2, Predict: 02.3, States: 00.0
Frame: 0287 | Processed: Yes  | TS(ms): 1784186814353 | Delta: 0000 | Phase: High            | Hip: Good            | Reps: 05 | RepState: HIGH            | HipStatus: Good Form  | Times(ms) -> MP: 49.3, Feat: 00.2, Predict: 02.5, States: 00.0
Frame: 0288 | Processed: Yes  | TS(ms): 1784186814393 | Delta: 0000 | Phase: Medium          | Hip: Good            | Reps: 05 | RepState: HIGH            | HipStatus: Good Form  | Times(ms) -> MP: 47.7, Feat: 00.2, Predict: 02.6, States: 00.0
Frame: 0289 | Processed: Yes  | TS(ms): 1784186814433 | Delta: 0000 | Phase: Medium          | Hip: Good            | Reps: 05 | RepState: HIGH            | HipStatus: Good Form  | Times(ms) -> MP: 52.1, Feat: 00.2, Predict: 02.5, States: 00.0
Frame: 0290 | Processed: Yes  | TS(ms): 1784186814473 | Delta: 0000 | Phase: Medium          | Hip: Good            | Reps: 05 | RepState: descending_mid  | HipStatus: Good Form  | Times(ms) -> MP: 50.9, Feat: 00.2, Predict: 02.9, States: 00.0
Frame: 0291 | Processed: Yes  | TS(ms): 1784186814513 | Delta: 0000 | Phase: Medium          | Hip: Good            | Reps: 05 | RepState: descending_mid  | HipStatus: Good Form  | Times(ms) -> MP: 49.0, Feat: 00.2, Predict: 02.4, States: 00.0
Frame: 0292 | Processed: Yes  | TS(ms): 1784186814553 | Delta: 0000 | Phase: Medium          | Hip: Good            | Reps: 05 | RepState: descending_mid  | HipStatus: Good Form  | Times(ms) -> MP: 50.5, Feat: 00.2, Predict: 02.5, States: 00.0
Frame: 0293 | Processed: Yes  | TS(ms): 1784186814593 | Delta: 0000 | Phase: Low             | Hip: Good            | Reps: 05 | RepState: descending_mid  | HipStatus: Good Form  | Times(ms) -> MP: 50.6, Feat: 00.3, Predict: 02.7, States: 00.0
Frame: 0294 | Processed: Yes  | TS(ms): 1784186814633 | Delta: 0000 | Phase: Medium          | Hip: Good            | Reps: 05 | RepState: descending_mid  | HipStatus: Good Form  | Times(ms) -> MP: 49.9, Feat: 00.2, Predict: 03.0, States: 00.0
Frame: 0295 | Processed: Yes  | TS(ms): 1784186814673 | Delta: 0000 | Phase: Low             | Hip: Good            | Reps: 05 | RepState: descending_mid  | HipStatus: Good Form  | Times(ms) -> MP: 53.1, Feat: 00.2, Predict: 02.7, States: 00.0
Frame: 0296 | Processed: Yes  | TS(ms): 1784186814713 | Delta: 0000 | Phase: Low             | Hip: Good            | Reps: 05 | RepState: LOW             | HipStatus: Good Form  | Times(ms) -> MP: 49.7, Feat: 00.2, Predict: 03.0, States: 00.0
Frame: 0297 | Processed: Yes  | TS(ms): 1784186814753 | Delta: 0000 | Phase: Medium          | Hip: Good            | Reps: 05 | RepState: LOW             | HipStatus: Good Form  | Times(ms) -> MP: 48.0, Feat: 00.3, Predict: 02.6, States: 00.0
Frame: 0298 | Processed: Yes  | TS(ms): 1784186814793 | Delta: 0000 | Phase: Medium          | Hip: Good            | Reps: 05 | RepState: ascending_mid   | HipStatus: Good Form  | Times(ms) -> MP: 61.3, Feat: 00.2, Predict: 02.3, States: 00.0
Frame: 0299 | Processed: Yes  | TS(ms): 1784186814833 | Delta: 0000 | Phase: Medium          | Hip: Good            | Reps: 05 | RepState: ascending_mid   | HipStatus: Good Form  | Times(ms) -> MP: 53.8, Feat: 00.2, Predict: 02.7, States: 00.0
Frame: 0300 | Processed: Yes  | TS(ms): 1784186814873 | Delta: 0000 | Phase: Medium          | Hip: Good            | Reps: 05 | RepState: ascending_mid   | HipStatus: Good Form  | Times(ms) -> MP: 47.7, Feat: 00.2, Predict: 02.3, States: 00.0
Frame: 0301 | Processed: Yes  | TS(ms): 1784186814913 | Delta: 0000 | Phase: Medium          | Hip: Good            | Reps: 05 | RepState: ascending_mid   | HipStatus: Good Form  | Times(ms) -> MP: 47.9, Feat: 00.2, Predict: 02.4, States: 00.0
Frame: 0302 | Processed: Yes  | TS(ms): 1784186814953 | Delta: 0000 | Phase: High            | Hip: Good            | Reps: 05 | RepState: ascending_mid   | HipStatus: Good Form  | Times(ms) -> MP: 49.5, Feat: 00.2, Predict: 02.7, States: 00.0
Frame: 0303 | Processed: Yes  | TS(ms): 1784186814993 | Delta: 0000 | Phase: High            | Hip: Good            | Reps: 05 | RepState: ascending_mid   | HipStatus: Good Form  | Times(ms) -> MP: 55.3, Feat: 00.2, Predict: 03.0, States: 00.0
Frame: 0304 | Processed: Yes  | TS(ms): 1784186815033 | Delta: 0000 | Phase: High            | Hip: Good            | Reps: 06 | RepState: HIGH            | HipStatus: Good Form  | Times(ms) -> MP: 50.7, Feat: 00.2, Predict: 02.4, States: 00.0
Frame: 0305 | Processed: Yes  | TS(ms): 1784186815073 | Delta: 0000 | Phase: Medium          | Hip: Good            | Reps: 06 | RepState: HIGH            | HipStatus: Good Form  | Times(ms) -> MP: 49.6, Feat: 00.2, Predict: 02.6, States: 00.0
Frame: 0306 | Processed: Yes  | TS(ms): 1784186815113 | Delta: 0000 | Phase: Medium          | Hip: Good            | Reps: 06 | RepState: HIGH            | HipStatus: Good Form  | Times(ms) -> MP: 49.1, Feat: 00.2, Predict: 02.4, States: 00.0
Frame: 0307 | Processed: Yes  | TS(ms): 1784186815153 | Delta: 0000 | Phase: Medium          | Hip: Good            | Reps: 06 | RepState: descending_mid  | HipStatus: Good Form  | Times(ms) -> MP: 49.0, Feat: 00.2, Predict: 02.7, States: 00.0
Frame: 0308 | Processed: Yes  | TS(ms): 1784186815193 | Delta: 0000 | Phase: Medium          | Hip: Good            | Reps: 06 | RepState: descending_mid  | HipStatus: Good Form  | Times(ms) -> MP: 48.4, Feat: 00.2, Predict: 02.7, States: 00.0
Frame: 0309 | Processed: Yes  | TS(ms): 1784186815233 | Delta: 0000 | Phase: Medium          | Hip: Good            | Reps: 06 | RepState: descending_mid  | HipStatus: Good Form  | Times(ms) -> MP: 51.4, Feat: 00.2, Predict: 02.4, States: 00.0
Frame: 0310 | Processed: Yes  | TS(ms): 1784186815273 | Delta: 0000 | Phase: Low             | Hip: Good            | Reps: 06 | RepState: descending_mid  | HipStatus: Good Form  | Times(ms) -> MP: 47.8, Feat: 00.3, Predict: 02.7, States: 00.0
Frame: 0311 | Processed: Yes  | TS(ms): 1784186815313 | Delta: 0000 | Phase: Low             | Hip: Good            | Reps: 06 | RepState: descending_mid  | HipStatus: Good Form  | Times(ms) -> MP: 50.5, Feat: 00.2, Predict: 02.3, States: 00.0
Frame: 0312 | Processed: Yes  | TS(ms): 1784186815353 | Delta: 0000 | Phase: Low             | Hip: Good            | Reps: 06 | RepState: LOW             | HipStatus: Good Form  | Times(ms) -> MP: 49.6, Feat: 00.2, Predict: 03.0, States: 00.0
Frame: 0313 | Processed: Yes  | TS(ms): 1784186815393 | Delta: 0000 | Phase: Low             | Hip: Good            | Reps: 06 | RepState: LOW             | HipStatus: Good Form  | Times(ms) -> MP: 51.5, Feat: 00.2, Predict: 03.1, States: 00.0
Frame: 0314 | Processed: Yes  | TS(ms): 1784186815433 | Delta: 0000 | Phase: Medium          | Hip: Good            | Reps: 06 | RepState: LOW             | HipStatus: Good Form  | Times(ms) -> MP: 50.4, Feat: 00.2, Predict: 02.5, States: 00.0
Frame: 0315 | Processed: Yes  | TS(ms): 1784186815473 | Delta: 0000 | Phase: Medium          | Hip: Good            | Reps: 06 | RepState: LOW             | HipStatus: Good Form  | Times(ms) -> MP: 50.4, Feat: 00.2, Predict: 02.5, States: 00.0
Frame: 0316 | Processed: Yes  | TS(ms): 1784186815513 | Delta: 0000 | Phase: Medium          | Hip: Good            | Reps: 06 | RepState: ascending_mid   | HipStatus: Good Form  | Times(ms) -> MP: 49.5, Feat: 00.2, Predict: 03.0, States: 00.0
Frame: 0317 | Processed: Yes  | TS(ms): 1784186815553 | Delta: 0000 | Phase: Medium          | Hip: Good            | Reps: 06 | RepState: ascending_mid   | HipStatus: Good Form  | Times(ms) -> MP: 53.1, Feat: 00.2, Predict: 02.8, States: 00.0
Frame: 0318 | Processed: Yes  | TS(ms): 1784186815593 | Delta: 0000 | Phase: Medium          | Hip: Good            | Reps: 06 | RepState: ascending_mid   | HipStatus: Good Form  | Times(ms) -> MP: 50.4, Feat: 00.2, Predict: 02.4, States: 00.0
Frame: 0319 | Processed: Yes  | TS(ms): 1784186815633 | Delta: 0000 | Phase: High            | Hip: Good            | Reps: 06 | RepState: ascending_mid   | HipStatus: Good Form  | Times(ms) -> MP: 49.2, Feat: 00.2, Predict: 02.8, States: 00.0
Frame: 0320 | Processed: Yes  | TS(ms): 1784186815673 | Delta: 0000 | Phase: High            | Hip: Good            | Reps: 06 | RepState: ascending_mid   | HipStatus: Good Form  | Times(ms) -> MP: 52.1, Feat: 00.3, Predict: 02.5, States: 00.0
Frame: 0321 | Processed: Yes  | TS(ms): 1784186815713 | Delta: 0000 | Phase: High            | Hip: Good            | Reps: 07 | RepState: HIGH            | HipStatus: Good Form  | Times(ms) -> MP: 53.2, Feat: 00.2, Predict: 03.1, States: 00.0
Frame: 0322 | Processed: Yes  | TS(ms): 1784186815753 | Delta: 0000 | Phase: High            | Hip: Good            | Reps: 07 | RepState: HIGH            | HipStatus: Good Form  | Times(ms) -> MP: 51.7, Feat: 00.2, Predict: 02.5, States: 00.0
Frame: 0323 | Processed: Yes  | TS(ms): 1784186815793 | Delta: 0000 | Phase: Medium          | Hip: Good            | Reps: 07 | RepState: HIGH            | HipStatus: Good Form  | Times(ms) -> MP: 50.6, Feat: 00.2, Predict: 02.7, States: 00.0
Frame: 0324 | Processed: Yes  | TS(ms): 1784186815833 | Delta: 0000 | Phase: Medium          | Hip: Good            | Reps: 07 | RepState: HIGH            | HipStatus: Good Form  | Times(ms) -> MP: 49.5, Feat: 00.2, Predict: 02.4, States: 00.0
Frame: 0325 | Processed: Yes  | TS(ms): 1784186815873 | Delta: 0000 | Phase: Medium          | Hip: Good            | Reps: 07 | RepState: descending_mid  | HipStatus: Good Form  | Times(ms) -> MP: 57.5, Feat: 00.2, Predict: 02.9, States: 00.0
Frame: 0326 | Processed: Yes  | TS(ms): 1784186815913 | Delta: 0000 | Phase: Medium          | Hip: Good            | Reps: 07 | RepState: descending_mid  | HipStatus: Good Form  | Times(ms) -> MP: 50.8, Feat: 00.2, Predict: 02.5, States: 00.0
Frame: 0327 | Processed: Yes  | TS(ms): 1784186815953 | Delta: 0000 | Phase: Medium          | Hip: Good            | Reps: 07 | RepState: descending_mid  | HipStatus: Good Form  | Times(ms) -> MP: 48.9, Feat: 00.2, Predict: 02.4, States: 00.0
Frame: 0328 | Processed: Yes  | TS(ms): 1784186815993 | Delta: 0000 | Phase: Low             | Hip: Good            | Reps: 07 | RepState: descending_mid  | HipStatus: Good Form  | Times(ms) -> MP: 48.6, Feat: 00.2, Predict: 02.3, States: 00.0
Frame: 0329 | Processed: Yes  | TS(ms): 1784186816033 | Delta: 0000 | Phase: Low             | Hip: Good            | Reps: 07 | RepState: descending_mid  | HipStatus: Good Form  | Times(ms) -> MP: 48.0, Feat: 00.2, Predict: 02.3, States: 00.0
Frame: 0330 | Processed: Yes  | TS(ms): 1784186816073 | Delta: 0000 | Phase: Low             | Hip: Good            | Reps: 07 | RepState: LOW             | HipStatus: Good Form  | Times(ms) -> MP: 49.7, Feat: 00.2, Predict: 03.1, States: 00.0
Frame: 0331 | Processed: Yes  | TS(ms): 1784186816113 | Delta: 0000 | Phase: Medium          | Hip: Good            | Reps: 07 | RepState: LOW             | HipStatus: Good Form  | Times(ms) -> MP: 49.8, Feat: 00.2, Predict: 02.6, States: 00.0
Frame: 0332 | Processed: Yes  | TS(ms): 1784186816153 | Delta: 0000 | Phase: Medium          | Hip: Good            | Reps: 07 | RepState: LOW             | HipStatus: Good Form  | Times(ms) -> MP: 52.6, Feat: 00.2, Predict: 02.8, States: 00.0
Frame: 0333 | Processed: Yes  | TS(ms): 1784186816193 | Delta: 0000 | Phase: Medium          | Hip: Good            | Reps: 07 | RepState: ascending_mid   | HipStatus: Good Form  | Times(ms) -> MP: 53.4, Feat: 00.2, Predict: 02.3, States: 00.0
Frame: 0334 | Processed: Yes  | TS(ms): 1784186816233 | Delta: 0000 | Phase: Medium          | Hip: Good            | Reps: 07 | RepState: ascending_mid   | HipStatus: Good Form  | Times(ms) -> MP: 48.4, Feat: 00.2, Predict: 02.4, States: 00.0
Frame: 0335 | Processed: Yes  | TS(ms): 1784186816273 | Delta: 0000 | Phase: Medium          | Hip: Good            | Reps: 07 | RepState: ascending_mid   | HipStatus: Good Form  | Times(ms) -> MP: 47.3, Feat: 00.2, Predict: 02.3, States: 00.0
Frame: 0336 | Processed: Yes  | TS(ms): 1784186816313 | Delta: 0000 | Phase: High            | Hip: Good            | Reps: 07 | RepState: ascending_mid   | HipStatus: Good Form  | Times(ms) -> MP: 47.1, Feat: 00.2, Predict: 02.7, States: 00.0
Frame: 0337 | Processed: Yes  | TS(ms): 1784186816353 | Delta: 0000 | Phase: High            | Hip: Good            | Reps: 07 | RepState: ascending_mid   | HipStatus: Good Form  | Times(ms) -> MP: 47.9, Feat: 00.2, Predict: 02.7, States: 00.0
