Source: Live Camera
Date & Time: 2026-07-11 19:17:01
==========================================================================================
Frame: 0286 | Phase: Medium          | Hip: Good            | Times(ms) -> MP: 98.2, Feat: 00.2, Predict: 03.8, States: 00.0
Frame: 0496 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 67.9, Feat: 00.1, Predict: 02.8, States: 00.0
Frame: 0497 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 74.2, Feat: 00.1, Predict: 02.8, States: 00.0
Frame: 0498 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 73.7, Feat: 00.1, Predict: 02.8, States: 00.0
Frame: 0499 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 76.2, Feat: 00.1, Predict: 04.5, States: 00.0
Frame: 0500 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 75.5, Feat: 00.1, Predict: 04.1, States: 00.0
Frame: 0501 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 68.9, Feat: 00.1, Predict: 02.6, States: 00.0
Frame: 0502 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 69.1, Feat: 00.1, Predict: 02.7, States: 00.0
Frame: 0503 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 69.6, Feat: 00.1, Predict: 03.5, States: 00.0
Frame: 0504 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 72.8, Feat: 00.1, Predict: 04.8, States: 00.0
Frame: 0505 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 65.2, Feat: 00.2, Predict: 03.8, States: 00.0
Frame: 0506 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 66.9, Feat: 00.1, Predict: 02.9, States: 00.0
Frame: 0507 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 64.8, Feat: 00.1, Predict: 02.9, States: 00.0
Frame: 0508 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 68.8, Feat: 00.1, Predict: 02.7, States: 00.0
Frame: 0509 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 69.1, Feat: 00.1, Predict: 03.6, States: 00.0
Frame: 0510 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 77.7, Feat: 00.1, Predict: 03.8, States: 00.0
Frame: 0511 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 74.2, Feat: 00.1, Predict: 02.5, States: 00.0
Frame: 0512 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 74.5, Feat: 00.2, Predict: 02.7, States: 00.0
Frame: 0513 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 71.7, Feat: 00.1, Predict: 02.5, States: 00.0
Frame: 0514 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 64.8, Feat: 00.1, Predict: 03.9, States: 00.0
Frame: 0515 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 73.3, Feat: 00.1, Predict: 03.6, States: 00.0
Frame: 0516 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 65.6, Feat: 00.1, Predict: 03.7, States: 00.0
Frame: 0517 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 73.9, Feat: 00.1, Predict: 02.6, States: 00.0
Frame: 0518 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 68.6, Feat: 00.1, Predict: 02.5, States: 00.0
Frame: 0519 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 72.9, Feat: 00.1, Predict: 02.5, States: 00.0
Frame: 0520 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 68.8, Feat: 00.1, Predict: 03.2, States: 00.0
Frame: 0521 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 69.5, Feat: 00.1, Predict: 02.6, States: 00.0
Frame: 0522 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 69.1, Feat: 00.1, Predict: 03.0, States: 00.0
Frame: 0523 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 70.4, Feat: 00.1, Predict: 02.9, States: 00.0
Frame: 0524 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 73.1, Feat: 00.1, Predict: 02.6, States: 00.0
Frame: 0525 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 73.2, Feat: 00.1, Predict: 03.1, States: 00.1
Frame: 0526 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 66.4, Feat: 00.1, Predict: 03.0, States: 00.0
Frame: 0527 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 72.4, Feat: 00.1, Predict: 03.8, States: 00.0
Frame: 0528 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 73.8, Feat: 00.1, Predict: 03.1, States: 00.0
Frame: 0529 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 76.1, Feat: 00.1, Predict: 03.8, States: 00.0
Frame: 0530 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 75.8, Feat: 00.1, Predict: 02.6, States: 00.0
Frame: 0531 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 66.0, Feat: 00.1, Predict: 04.6, States: 00.0
Frame: 0532 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 68.3, Feat: 00.1, Predict: 03.1, States: 00.0
Frame: 0533 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 76.4, Feat: 00.1, Predict: 04.1, States: 00.0
Frame: 0534 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 66.1, Feat: 00.1, Predict: 02.9, States: 00.0
Frame: 0535 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 71.6, Feat: 00.1, Predict: 03.4, States: 00.0
Frame: 0536 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 72.4, Feat: 00.1, Predict: 03.2, States: 00.0
Frame: 0537 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 76.7, Feat: 00.1, Predict: 03.2, States: 00.0
Frame: 0538 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 72.5, Feat: 00.1, Predict: 03.5, States: 00.0
Frame: 0539 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 77.9, Feat: 00.1, Predict: 04.4, States: 00.0
Frame: 0540 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 74.1, Feat: 00.1, Predict: 04.2, States: 00.0
Frame: 0541 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 77.0, Feat: 00.1, Predict: 03.0, States: 00.0
Frame: 0542 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 77.9, Feat: 00.1, Predict: 02.6, States: 00.0
Frame: 0543 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 69.8, Feat: 00.1, Predict: 04.4, States: 00.0
Frame: 0544 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 76.6, Feat: 00.1, Predict: 03.9, States: 00.0
Frame: 0545 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 69.5, Feat: 00.1, Predict: 03.1, States: 00.0
Frame: 0546 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 81.5, Feat: 00.1, Predict: 02.8, States: 00.0
Frame: 0547 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 76.2, Feat: 00.1, Predict: 04.0, States: 00.0
Frame: 0548 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 69.9, Feat: 00.1, Predict: 04.2, States: 00.0
Frame: 0549 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 79.4, Feat: 00.1, Predict: 03.2, States: 00.0
Frame: 0550 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 77.1, Feat: 00.1, Predict: 03.3, States: 00.0
Frame: 0551 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 103.7, Feat: 00.1, Predict: 02.6, States: 00.0
Frame: 0552 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 74.6, Feat: 00.1, Predict: 03.9, States: 00.0
Frame: 0553 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 72.6, Feat: 00.1, Predict: 04.8, States: 00.0
Frame: 0554 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 74.9, Feat: 00.1, Predict: 06.1, States: 00.0
Frame: 0555 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 71.9, Feat: 00.1, Predict: 03.1, States: 00.0
Frame: 0556 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 89.7, Feat: 00.1, Predict: 04.4, States: 00.0
Frame: 0557 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 83.0, Feat: 00.1, Predict: 02.9, States: 00.0
Frame: 0558 | Phase: High            | Hip: Good            | Times(ms) -> MP: 89.7, Feat: 00.1, Predict: 05.4, States: 00.0
Frame: 0559 | Phase: High            | Hip: Good            | Times(ms) -> MP: 79.6, Feat: 00.1, Predict: 04.4, States: 00.0
Frame: 0560 | Phase: High            | Hip: Good            | Times(ms) -> MP: 90.8, Feat: 00.1, Predict: 04.2, States: 00.0
Frame: 0561 | Phase: High            | Hip: Good            | Times(ms) -> MP: 73.3, Feat: 00.1, Predict: 03.6, States: 00.0
Frame: 0562 | Phase: High            | Hip: Good            | Times(ms) -> MP: 73.0, Feat: 00.1, Predict: 02.8, States: 00.0
Frame: 0563 | Phase: Medium          | Hip: Too High        | Times(ms) -> MP: 70.3, Feat: 00.1, Predict: 04.2, States: 00.0
Frame: 0564 | Phase: Medium          | Hip: Too High        | Times(ms) -> MP: 75.6, Feat: 00.1, Predict: 02.9, States: 00.0
Frame: 0565 | Phase: High            | Hip: Good            | Times(ms) -> MP: 68.4, Feat: 00.1, Predict: 02.6, States: 00.0
Frame: 0566 | Phase: High            | Hip: Good            | Times(ms) -> MP: 73.7, Feat: 00.1, Predict: 03.7, States: 00.0
Frame: 0567 | Phase: High            | Hip: Good            | Times(ms) -> MP: 68.6, Feat: 00.1, Predict: 03.6, States: 00.0
Frame: 0568 | Phase: High            | Hip: Good            | Times(ms) -> MP: 67.6, Feat: 00.1, Predict: 02.6, States: 00.0
Frame: 0569 | Phase: High            | Hip: Good            | Times(ms) -> MP: 77.5, Feat: 00.1, Predict: 03.4, States: 00.0
Frame: 0570 | Phase: High            | Hip: Good            | Times(ms) -> MP: 71.9, Feat: 00.1, Predict: 02.6, States: 00.0
Frame: 0571 | Phase: High            | Hip: Good            | Times(ms) -> MP: 72.4, Feat: 00.1, Predict: 04.1, States: 00.0
Frame: 0572 | Phase: High            | Hip: Good            | Times(ms) -> MP: 73.1, Feat: 00.1, Predict: 03.2, States: 00.0
Frame: 0573 | Phase: High            | Hip: Good            | Times(ms) -> MP: 67.1, Feat: 00.1, Predict: 02.8, States: 00.0
Frame: 0574 | Phase: Medium          | Hip: Good            | Times(ms) -> MP: 65.5, Feat: 00.1, Predict: 03.6, States: 00.0
Frame: 0575 | Phase: Medium          | Hip: Good            | Times(ms) -> MP: 65.4, Feat: 00.1, Predict: 02.7, States: 00.0
Frame: 0576 | Phase: High            | Hip: Good            | Times(ms) -> MP: 66.2, Feat: 00.1, Predict: 02.7, States: 00.0
Frame: 0577 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 61.8, Feat: 00.1, Predict: 03.5, States: 00.0
Frame: 0578 | Phase: Medium          | Hip: Good            | Times(ms) -> MP: 66.5, Feat: 00.1, Predict: 04.1, States: 00.0
Frame: 0579 | Phase: Medium          | Hip: Good            | Times(ms) -> MP: 69.6, Feat: 00.1, Predict: 02.9, States: 00.0
Frame: 0580 | Phase: Medium          | Hip: Good            | Times(ms) -> MP: 64.2, Feat: 00.1, Predict: 03.1, States: 00.0
Frame: 0581 | Phase: Medium          | Hip: Good            | Times(ms) -> MP: 64.9, Feat: 00.1, Predict: 02.8, States: 00.0
Frame: 0582 | Phase: Medium          | Hip: Good            | Times(ms) -> MP: 70.7, Feat: 00.1, Predict: 02.8, States: 00.0
Frame: 0583 | Phase: Medium          | Hip: Good            | Times(ms) -> MP: 67.7, Feat: 00.1, Predict: 03.5, States: 00.0
Frame: 0584 | Phase: Medium          | Hip: Good            | Times(ms) -> MP: 66.5, Feat: 00.1, Predict: 04.7, States: 00.0
Frame: 0585 | Phase: Medium          | Hip: Good            | Times(ms) -> MP: 67.5, Feat: 00.1, Predict: 03.7, States: 00.0
Frame: 0586 | Phase: Medium          | Hip: Good            | Times(ms) -> MP: 68.7, Feat: 00.1, Predict: 03.1, States: 00.0
Frame: 0587 | Phase: Medium          | Hip: Good            | Times(ms) -> MP: 78.3, Feat: 00.1, Predict: 04.4, States: 00.0
Frame: 0588 | Phase: Medium          | Hip: Good            | Times(ms) -> MP: 73.0, Feat: 00.1, Predict: 03.1, States: 00.0
Frame: 0589 | Phase: Medium          | Hip: Good            | Times(ms) -> MP: 75.4, Feat: 00.1, Predict: 03.7, States: 00.0
Frame: 0590 | Phase: Medium          | Hip: Good            | Times(ms) -> MP: 74.1, Feat: 00.1, Predict: 02.8, States: 00.0
Frame: 0591 | Phase: Medium          | Hip: Good            | Times(ms) -> MP: 66.7, Feat: 00.1, Predict: 02.7, States: 00.0
Frame: 0592 | Phase: Medium          | Hip: Good            | Times(ms) -> MP: 64.9, Feat: 00.1, Predict: 02.6, States: 00.0
Frame: 0593 | Phase: Medium          | Hip: Good            | Times(ms) -> MP: 72.8, Feat: 00.1, Predict: 02.9, States: 00.0
Frame: 0594 | Phase: Medium          | Hip: Good            | Times(ms) -> MP: 73.8, Feat: 00.1, Predict: 03.9, States: 00.0
Frame: 0595 | Phase: High            | Hip: Good            | Times(ms) -> MP: 68.1, Feat: 00.1, Predict: 03.5, States: 00.0
Frame: 0596 | Phase: High            | Hip: Good            | Times(ms) -> MP: 68.9, Feat: 00.1, Predict: 03.3, States: 00.0
Frame: 0597 | Phase: High            | Hip: Good            | Times(ms) -> MP: 66.1, Feat: 00.1, Predict: 03.5, States: 00.0
Frame: 0598 | Phase: High            | Hip: Good            | Times(ms) -> MP: 69.9, Feat: 00.1, Predict: 02.9, States: 00.0
Frame: 0599 | Phase: High            | Hip: Good            | Times(ms) -> MP: 67.1, Feat: 00.1, Predict: 03.5, States: 00.0
Frame: 0600 | Phase: High            | Hip: Good            | Times(ms) -> MP: 70.0, Feat: 00.2, Predict: 03.7, States: 00.0
Frame: 0601 | Phase: High            | Hip: Good            | Times(ms) -> MP: 68.6, Feat: 00.1, Predict: 04.4, States: 00.0
Frame: 0602 | Phase: High            | Hip: Good            | Times(ms) -> MP: 67.2, Feat: 00.1, Predict: 03.1, States: 00.0
Frame: 0603 | Phase: High            | Hip: Good            | Times(ms) -> MP: 68.5, Feat: 00.1, Predict: 04.5, States: 00.0
Frame: 0604 | Phase: Medium          | Hip: Too High        | Times(ms) -> MP: 82.3, Feat: 00.1, Predict: 04.2, States: 00.0
Frame: 0605 | Phase: Medium          | Hip: Too High        | Times(ms) -> MP: 75.3, Feat: 00.1, Predict: 03.6, States: 00.0
Frame: 0606 | Phase: High            | Hip: Good            | Times(ms) -> MP: 69.3, Feat: 00.1, Predict: 04.6, States: 00.0
Frame: 0607 | Phase: High            | Hip: Good            | Times(ms) -> MP: 69.4, Feat: 00.1, Predict: 03.9, States: 00.0
Frame: 0608 | Phase: High            | Hip: Good            | Times(ms) -> MP: 73.5, Feat: 00.1, Predict: 02.8, States: 00.0
Frame: 0609 | Phase: High            | Hip: Too High        | Times(ms) -> MP: 69.6, Feat: 00.1, Predict: 03.8, States: 00.0
Frame: 0610 | Phase: High            | Hip: Good            | Times(ms) -> MP: 71.5, Feat: 00.1, Predict: 03.0, States: 00.0
Frame: 0611 | Phase: High            | Hip: Too High        | Times(ms) -> MP: 71.8, Feat: 00.1, Predict: 02.8, States: 00.0
Frame: 0612 | Phase: High            | Hip: Too High        | Times(ms) -> MP: 75.3, Feat: 00.1, Predict: 02.8, States: 00.0
Frame: 0613 | Phase: High            | Hip: Good            | Times(ms) -> MP: 80.2, Feat: 00.1, Predict: 04.6, States: 00.0
Frame: 0614 | Phase: High            | Hip: Too High        | Times(ms) -> MP: 76.4, Feat: 00.1, Predict: 03.2, States: 00.0
Frame: 0615 | Phase: High            | Hip: Too High        | Times(ms) -> MP: 69.6, Feat: 00.1, Predict: 03.8, States: 00.0
Frame: 0616 | Phase: High            | Hip: Too High        | Times(ms) -> MP: 84.4, Feat: 00.1, Predict: 03.2, States: 00.0
Frame: 0617 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 79.8, Feat: 00.1, Predict: 03.9, States: 00.0
Frame: 0618 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 74.5, Feat: 00.1, Predict: 03.1, States: 00.0
Frame: 0619 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 80.7, Feat: 00.1, Predict: 03.3, States: 00.0
Frame: 0620 | Phase: High            | Hip: Too High        | Times(ms) -> MP: 77.4, Feat: 00.1, Predict: 02.6, States: 00.0
Frame: 0621 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 78.8, Feat: 00.1, Predict: 06.1, States: 00.0
Frame: 0622 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 79.0, Feat: 00.1, Predict: 04.3, States: 00.0
Frame: 0623 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 70.8, Feat: 00.1, Predict: 03.2, States: 00.0
Frame: 0624 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 73.9, Feat: 00.1, Predict: 02.9, States: 00.0
Frame: 0625 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 70.7, Feat: 00.1, Predict: 03.5, States: 00.0
Frame: 0626 | Phase: Medium          | Hip: Too High        | Times(ms) -> MP: 76.6, Feat: 00.1, Predict: 03.4, States: 00.0
Frame: 0627 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 87.6, Feat: 00.1, Predict: 06.6, States: 00.0
Frame: 0628 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 85.3, Feat: 00.1, Predict: 04.2, States: 00.0
Frame: 0629 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 86.3, Feat: 00.1, Predict: 03.6, States: 00.0
Frame: 0630 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 73.8, Feat: 00.1, Predict: 02.9, States: 00.0
Frame: 0631 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 77.6, Feat: 00.1, Predict: 03.4, States: 00.0
Frame: 0632 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 81.9, Feat: 00.1, Predict: 03.7, States: 00.0
Frame: 0633 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 79.5, Feat: 00.1, Predict: 03.7, States: 00.0
Frame: 0634 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 71.8, Feat: 00.1, Predict: 03.9, States: 00.0
Frame: 0635 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 87.5, Feat: 00.1, Predict: 03.4, States: 00.0
Frame: 0636 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 67.1, Feat: 00.1, Predict: 03.0, States: 00.0
Frame: 0637 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 71.0, Feat: 00.1, Predict: 04.2, States: 00.0
Frame: 0638 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 69.3, Feat: 00.1, Predict: 03.9, States: 00.0
Frame: 0639 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 91.3, Feat: 00.1, Predict: 02.7, States: 00.0
Frame: 0640 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 68.2, Feat: 00.1, Predict: 02.8, States: 00.0
Frame: 0641 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 68.4, Feat: 00.1, Predict: 03.2, States: 00.0
Frame: 0642 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 69.1, Feat: 00.1, Predict: 04.8, States: 00.0
Frame: 0643 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 72.5, Feat: 00.1, Predict: 03.0, States: 00.0
Frame: 0644 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 69.2, Feat: 00.1, Predict: 03.6, States: 00.0
Frame: 0645 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 64.4, Feat: 00.1, Predict: 03.6, States: 00.0
Frame: 0646 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 68.8, Feat: 00.1, Predict: 02.8, States: 00.0
Frame: 0647 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 62.6, Feat: 00.1, Predict: 03.1, States: 00.0
Frame: 0648 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 68.5, Feat: 00.1, Predict: 03.3, States: 00.0
Frame: 0649 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 66.5, Feat: 00.1, Predict: 02.6, States: 00.0
Frame: 0650 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 69.0, Feat: 00.1, Predict: 03.4, States: 00.0
Frame: 0651 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 69.6, Feat: 00.1, Predict: 04.3, States: 00.0
Frame: 0652 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 71.9, Feat: 00.1, Predict: 02.8, States: 00.0
Frame: 0653 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 64.3, Feat: 00.1, Predict: 03.9, States: 00.0
Frame: 0654 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 67.0, Feat: 00.1, Predict: 03.4, States: 00.0
Frame: 0655 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 73.7, Feat: 00.1, Predict: 02.9, States: 00.0
Frame: 0656 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 66.1, Feat: 00.1, Predict: 03.2, States: 00.0
Frame: 0657 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 71.4, Feat: 00.1, Predict: 04.2, States: 00.0
Frame: 0658 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 69.2, Feat: 00.1, Predict: 02.7, States: 00.0
Frame: 0659 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 69.3, Feat: 00.1, Predict: 03.3, States: 00.0
Frame: 0660 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 66.6, Feat: 00.1, Predict: 03.1, States: 00.0
Frame: 0661 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 72.4, Feat: 00.1, Predict: 02.8, States: 00.0
Frame: 0662 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 68.8, Feat: 00.1, Predict: 02.6, States: 00.0
Frame: 0663 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 69.7, Feat: 00.1, Predict: 02.7, States: 00.0
Frame: 0664 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 75.2, Feat: 00.1, Predict: 02.6, States: 00.0
Frame: 0665 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 80.9, Feat: 00.1, Predict: 03.4, States: 00.0
Frame: 0666 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 73.6, Feat: 00.1, Predict: 03.2, States: 00.0
Frame: 0667 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 67.5, Feat: 00.1, Predict: 03.0, States: 00.0
Frame: 0668 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 70.7, Feat: 00.1, Predict: 02.8, States: 00.0
Frame: 0669 | Phase: Medium          | Hip: Good            | Times(ms) -> MP: 67.8, Feat: 00.1, Predict: 02.7, States: 00.0
Frame: 0670 | Phase: Medium          | Hip: Good            | Times(ms) -> MP: 65.4, Feat: 00.1, Predict: 03.0, States: 00.0
Frame: 0671 | Phase: Medium          | Hip: Good            | Times(ms) -> MP: 72.1, Feat: 00.1, Predict: 03.8, States: 00.0
Frame: 0672 | Phase: Medium          | Hip: Good            | Times(ms) -> MP: 69.1, Feat: 00.1, Predict: 03.4, States: 00.0
Frame: 0673 | Phase: Medium          | Hip: Good            | Times(ms) -> MP: 64.0, Feat: 00.1, Predict: 03.6, States: 00.0
Frame: 0674 | Phase: Medium          | Hip: Good            | Times(ms) -> MP: 66.8, Feat: 00.1, Predict: 02.5, States: 00.0
Frame: 0675 | Phase: Medium          | Hip: Good            | Times(ms) -> MP: 65.5, Feat: 00.1, Predict: 02.7, States: 00.0
Frame: 0676 | Phase: Medium          | Hip: Good            | Times(ms) -> MP: 64.3, Feat: 00.1, Predict: 03.1, States: 00.0
Frame: 0677 | Phase: Medium          | Hip: Good            | Times(ms) -> MP: 63.8, Feat: 00.1, Predict: 03.5, States: 00.0
Frame: 0678 | Phase: Medium          | Hip: Good            | Times(ms) -> MP: 66.0, Feat: 00.1, Predict: 03.5, States: 00.0
Frame: 0679 | Phase: Medium          | Hip: Good            | Times(ms) -> MP: 74.9, Feat: 00.1, Predict: 03.0, States: 00.0
Frame: 0680 | Phase: Medium          | Hip: Good            | Times(ms) -> MP: 73.3, Feat: 00.1, Predict: 03.8, States: 00.0
Frame: 0681 | Phase: Medium          | Hip: Good            | Times(ms) -> MP: 74.5, Feat: 00.1, Predict: 03.2, States: 00.0
Frame: 0682 | Phase: High            | Hip: Good            | Times(ms) -> MP: 71.2, Feat: 00.1, Predict: 03.0, States: 00.0
Frame: 0683 | Phase: High            | Hip: Good            | Times(ms) -> MP: 67.5, Feat: 00.1, Predict: 04.5, States: 00.0
Frame: 0684 | Phase: High            | Hip: Good            | Times(ms) -> MP: 69.3, Feat: 00.1, Predict: 02.9, States: 00.0
Frame: 0685 | Phase: High            | Hip: Good            | Times(ms) -> MP: 66.0, Feat: 00.1, Predict: 04.1, States: 00.0
Frame: 0686 | Phase: High            | Hip: Good            | Times(ms) -> MP: 69.9, Feat: 00.1, Predict: 03.3, States: 00.0
Frame: 0687 | Phase: High            | Hip: Good            | Times(ms) -> MP: 79.6, Feat: 00.1, Predict: 04.1, States: 00.0
Frame: 0688 | Phase: High            | Hip: Good            | Times(ms) -> MP: 72.3, Feat: 00.1, Predict: 03.1, States: 00.0
Frame: 0689 | Phase: High            | Hip: Good            | Times(ms) -> MP: 77.2, Feat: 00.1, Predict: 03.5, States: 00.0
Frame: 0690 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 81.5, Feat: 00.1, Predict: 02.7, States: 00.0
Frame: 0691 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 81.1, Feat: 00.1, Predict: 03.8, States: 00.0
Frame: 0692 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 72.1, Feat: 00.1, Predict: 03.6, States: 00.0
Frame: 0693 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 76.0, Feat: 00.1, Predict: 04.3, States: 00.0
Frame: 0694 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 77.2, Feat: 00.1, Predict: 03.2, States: 00.0
Frame: 0695 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 81.4, Feat: 00.1, Predict: 03.6, States: 00.0
Frame: 0696 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 80.1, Feat: 00.1, Predict: 04.5, States: 00.0
Frame: 0697 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 81.0, Feat: 00.1, Predict: 04.6, States: 00.0
Frame: 0698 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 75.4, Feat: 00.1, Predict: 04.2, States: 00.0
Frame: 0699 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 69.6, Feat: 00.1, Predict: 02.6, States: 00.0
Frame: 0700 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 72.9, Feat: 00.1, Predict: 03.8, States: 00.0
Frame: 0701 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 79.5, Feat: 00.3, Predict: 03.6, States: 00.0
Frame: 0702 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 84.6, Feat: 00.1, Predict: 03.5, States: 00.0
Frame: 0703 | Phase: Medium          | Hip: Good            | Times(ms) -> MP: 80.5, Feat: 00.1, Predict: 02.7, States: 00.0
Frame: 0704 | Phase: Medium          | Hip: Good            | Times(ms) -> MP: 72.1, Feat: 00.1, Predict: 02.5, States: 00.0
Frame: 0705 | Phase: Medium          | Hip: Good            | Times(ms) -> MP: 84.1, Feat: 00.1, Predict: 06.5, States: 00.0
