Source: Live Camera
Date & Time: 2026-07-13 18:33:40
==========================================================================================
Frame: 0239 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 68.8, Feat: 00.3, Predict: 03.8, States: 00.0
Frame: 0451 | Phase: High            | Hip: Good            | Times(ms) -> MP: 64.3, Feat: 00.2, Predict: 03.7, States: 00.0
Frame: 0452 | Phase: High            | Hip: Good            | Times(ms) -> MP: 62.8, Feat: 00.3, Predict: 03.9, States: 00.0
Frame: 0453 | Phase: High            | Hip: Good            | Times(ms) -> MP: 64.3, Feat: 00.2, Predict: 03.0, States: 00.0
Frame: 0454 | Phase: High            | Hip: Good            | Times(ms) -> MP: 70.0, Feat: 00.2, Predict: 05.0, States: 00.0
Frame: 0455 | Phase: High            | Hip: Good            | Times(ms) -> MP: 76.1, Feat: 00.4, Predict: 04.4, States: 00.0
Frame: 0456 | Phase: High            | Hip: Good            | Times(ms) -> MP: 71.4, Feat: 00.6, Predict: 04.2, States: 00.0
Frame: 0457 | Phase: High            | Hip: Good            | Times(ms) -> MP: 70.7, Feat: 00.2, Predict: 03.6, States: 00.0
Frame: 0458 | Phase: High            | Hip: Good            | Times(ms) -> MP: 75.3, Feat: 00.2, Predict: 03.1, States: 00.0
Frame: 0459 | Phase: High            | Hip: Good            | Times(ms) -> MP: 72.2, Feat: 00.2, Predict: 03.0, States: 00.0
Frame: 0460 | Phase: High            | Hip: Good            | Times(ms) -> MP: 67.9, Feat: 00.2, Predict: 04.2, States: 00.0
Frame: 0461 | Phase: High            | Hip: Good            | Times(ms) -> MP: 72.0, Feat: 00.2, Predict: 04.6, States: 00.0
Frame: 0462 | Phase: High            | Hip: Good            | Times(ms) -> MP: 70.5, Feat: 00.3, Predict: 03.2, States: 00.0
Frame: 0463 | Phase: High            | Hip: Good            | Times(ms) -> MP: 66.3, Feat: 00.3, Predict: 03.4, States: 00.0
Frame: 0464 | Phase: High            | Hip: Good            | Times(ms) -> MP: 76.8, Feat: 00.2, Predict: 03.8, States: 00.0
Frame: 0465 | Phase: High            | Hip: Good            | Times(ms) -> MP: 67.9, Feat: 00.2, Predict: 04.2, States: 00.0
Frame: 0466 | Phase: High            | Hip: Good            | Times(ms) -> MP: 66.0, Feat: 00.2, Predict: 04.0, States: 00.0
Frame: 0467 | Phase: High            | Hip: Good            | Times(ms) -> MP: 68.9, Feat: 00.2, Predict: 03.5, States: 00.0
Frame: 0468 | Phase: High            | Hip: Good            | Times(ms) -> MP: 75.4, Feat: 00.2, Predict: 02.9, States: 00.0
Frame: 0469 | Phase: High            | Hip: Good            | Times(ms) -> MP: 67.2, Feat: 00.2, Predict: 05.0, States: 00.0
Frame: 0470 | Phase: High            | Hip: Good            | Times(ms) -> MP: 71.8, Feat: 00.2, Predict: 02.8, States: 00.0
Frame: 0471 | Phase: High            | Hip: Good            | Times(ms) -> MP: 64.8, Feat: 00.2, Predict: 03.2, States: 00.0
Frame: 0472 | Phase: High            | Hip: Good            | Times(ms) -> MP: 66.0, Feat: 00.2, Predict: 03.5, States: 00.0
Frame: 0473 | Phase: High            | Hip: Good            | Times(ms) -> MP: 69.8, Feat: 00.2, Predict: 02.9, States: 00.0
Frame: 0474 | Phase: High            | Hip: Good            | Times(ms) -> MP: 67.6, Feat: 00.2, Predict: 02.8, States: 00.0
Frame: 0475 | Phase: High            | Hip: Good            | Times(ms) -> MP: 69.5, Feat: 00.2, Predict: 02.8, States: 00.0
Frame: 0476 | Phase: High            | Hip: Good            | Times(ms) -> MP: 68.5, Feat: 00.2, Predict: 04.0, States: 00.0
Frame: 0477 | Phase: High            | Hip: Good            | Times(ms) -> MP: 72.7, Feat: 00.2, Predict: 03.0, States: 00.0
Frame: 0478 | Phase: High            | Hip: Good            | Times(ms) -> MP: 76.8, Feat: 00.2, Predict: 03.0, States: 00.0
Frame: 0479 | Phase: High            | Hip: Good            | Times(ms) -> MP: 68.8, Feat: 00.2, Predict: 04.5, States: 00.0
Frame: 0480 | Phase: High            | Hip: Good            | Times(ms) -> MP: 74.5, Feat: 00.2, Predict: 03.9, States: 00.0
Frame: 0481 | Phase: High            | Hip: Good            | Times(ms) -> MP: 63.8, Feat: 00.3, Predict: 04.0, States: 00.0
Frame: 0482 | Phase: High            | Hip: Good            | Times(ms) -> MP: 83.3, Feat: 00.2, Predict: 04.2, States: 00.0
Frame: 0483 | Phase: High            | Hip: Good            | Times(ms) -> MP: 80.7, Feat: 00.3, Predict: 03.7, States: 00.0
Frame: 0484 | Phase: High            | Hip: Good            | Times(ms) -> MP: 77.2, Feat: 00.2, Predict: 03.8, States: 00.0
Frame: 0485 | Phase: High            | Hip: Good            | Times(ms) -> MP: 78.5, Feat: 00.2, Predict: 05.7, States: 00.0
Frame: 0486 | Phase: High            | Hip: Good            | Times(ms) -> MP: 81.7, Feat: 00.8, Predict: 03.8, States: 00.0
Frame: 0487 | Phase: High            | Hip: Good            | Times(ms) -> MP: 67.7, Feat: 00.2, Predict: 02.9, States: 00.0
Frame: 0488 | Phase: High            | Hip: Good            | Times(ms) -> MP: 79.0, Feat: 00.3, Predict: 03.8, States: 00.0
Frame: 0489 | Phase: High            | Hip: Good            | Times(ms) -> MP: 70.0, Feat: 00.2, Predict: 03.2, States: 00.0
Frame: 0490 | Phase: High            | Hip: Good            | Times(ms) -> MP: 75.3, Feat: 00.2, Predict: 03.3, States: 00.0
Frame: 0491 | Phase: High            | Hip: Good            | Times(ms) -> MP: 88.1, Feat: 00.2, Predict: 03.6, States: 00.0
Frame: 0492 | Phase: High            | Hip: Good            | Times(ms) -> MP: 68.3, Feat: 00.2, Predict: 03.0, States: 00.0
Frame: 0493 | Phase: High            | Hip: Good            | Times(ms) -> MP: 76.0, Feat: 00.3, Predict: 03.9, States: 00.0
Frame: 0494 | Phase: High            | Hip: Good            | Times(ms) -> MP: 72.4, Feat: 00.3, Predict: 04.0, States: 00.0
Frame: 0495 | Phase: High            | Hip: Good            | Times(ms) -> MP: 73.8, Feat: 00.2, Predict: 03.4, States: 00.0
Frame: 0496 | Phase: High            | Hip: Good            | Times(ms) -> MP: 78.9, Feat: 00.3, Predict: 05.5, States: 00.0
Frame: 0497 | Phase: High            | Hip: Good            | Times(ms) -> MP: 94.6, Feat: 00.2, Predict: 02.9, States: 00.0
Frame: 0498 | Phase: High            | Hip: Good            | Times(ms) -> MP: 78.0, Feat: 00.3, Predict: 03.3, States: 00.0
Frame: 0499 | Phase: High            | Hip: Good            | Times(ms) -> MP: 74.8, Feat: 00.2, Predict: 03.0, States: 00.0
Frame: 0500 | Phase: High            | Hip: Good            | Times(ms) -> MP: 77.7, Feat: 00.2, Predict: 04.2, States: 00.0
Frame: 0501 | Phase: High            | Hip: Good            | Times(ms) -> MP: 72.4, Feat: 00.3, Predict: 06.1, States: 00.0
Frame: 0502 | Phase: High            | Hip: Good            | Times(ms) -> MP: 67.6, Feat: 00.8, Predict: 05.9, States: 00.0
Frame: 0503 | Phase: High            | Hip: Good            | Times(ms) -> MP: 76.7, Feat: 00.2, Predict: 03.0, States: 00.0
Frame: 0504 | Phase: High            | Hip: Good            | Times(ms) -> MP: 79.7, Feat: 00.3, Predict: 05.0, States: 00.0
Frame: 0505 | Phase: High            | Hip: Good            | Times(ms) -> MP: 71.7, Feat: 00.2, Predict: 03.5, States: 00.0
Frame: 0506 | Phase: High            | Hip: Good            | Times(ms) -> MP: 65.0, Feat: 00.2, Predict: 03.6, States: 00.0
Frame: 0507 | Phase: High            | Hip: Good            | Times(ms) -> MP: 76.1, Feat: 00.2, Predict: 02.8, States: 00.0
Frame: 0508 | Phase: High            | Hip: Good            | Times(ms) -> MP: 72.5, Feat: 00.2, Predict: 03.8, States: 00.0
Frame: 0509 | Phase: High            | Hip: Good            | Times(ms) -> MP: 66.3, Feat: 00.2, Predict: 02.7, States: 00.0
Frame: 0510 | Phase: High            | Hip: Good            | Times(ms) -> MP: 65.5, Feat: 00.2, Predict: 03.1, States: 00.0
Frame: 0511 | Phase: High            | Hip: Good            | Times(ms) -> MP: 65.2, Feat: 00.3, Predict: 04.6, States: 00.0
Frame: 0512 | Phase: High            | Hip: Good            | Times(ms) -> MP: 67.9, Feat: 00.2, Predict: 03.4, States: 00.0
Frame: 0513 | Phase: High            | Hip: Good            | Times(ms) -> MP: 72.3, Feat: 00.2, Predict: 03.2, States: 00.0
Frame: 0514 | Phase: High            | Hip: Good            | Times(ms) -> MP: 66.6, Feat: 00.2, Predict: 02.8, States: 00.0
Frame: 0515 | Phase: High            | Hip: Good            | Times(ms) -> MP: 66.5, Feat: 00.2, Predict: 03.0, States: 00.0
Frame: 0516 | Phase: High            | Hip: Good            | Times(ms) -> MP: 64.9, Feat: 00.2, Predict: 03.0, States: 00.0
Frame: 0517 | Phase: High            | Hip: Good            | Times(ms) -> MP: 65.0, Feat: 00.2, Predict: 03.0, States: 00.0
Frame: 0518 | Phase: High            | Hip: Good            | Times(ms) -> MP: 68.6, Feat: 00.2, Predict: 03.4, States: 00.0
Frame: 0519 | Phase: High            | Hip: Good            | Times(ms) -> MP: 64.9, Feat: 00.2, Predict: 03.2, States: 00.0
Frame: 0520 | Phase: High            | Hip: Good            | Times(ms) -> MP: 64.1, Feat: 00.3, Predict: 04.6, States: 00.0
Frame: 0521 | Phase: High            | Hip: Good            | Times(ms) -> MP: 68.6, Feat: 00.2, Predict: 03.1, States: 00.0
Frame: 0522 | Phase: High            | Hip: Good            | Times(ms) -> MP: 65.4, Feat: 00.2, Predict: 02.8, States: 00.0
Frame: 0523 | Phase: High            | Hip: Good            | Times(ms) -> MP: 68.2, Feat: 00.2, Predict: 03.3, States: 00.0
Frame: 0524 | Phase: High            | Hip: Good            | Times(ms) -> MP: 65.4, Feat: 00.2, Predict: 02.9, States: 00.0
Frame: 0525 | Phase: High            | Hip: Good            | Times(ms) -> MP: 65.2, Feat: 00.2, Predict: 02.9, States: 00.0
Frame: 0526 | Phase: High            | Hip: Good            | Times(ms) -> MP: 63.1, Feat: 00.2, Predict: 03.0, States: 00.0
Frame: 0527 | Phase: High            | Hip: Good            | Times(ms) -> MP: 64.5, Feat: 00.2, Predict: 03.8, States: 00.0
Frame: 0528 | Phase: High            | Hip: Good            | Times(ms) -> MP: 64.7, Feat: 00.3, Predict: 03.7, States: 00.0
Frame: 0529 | Phase: High            | Hip: Too Low         | Times(ms) -> MP: 68.3, Feat: 00.2, Predict: 03.2, States: 00.0
Frame: 0530 | Phase: High            | Hip: Too Low         | Times(ms) -> MP: 65.8, Feat: 00.3, Predict: 03.8, States: 00.0
Frame: 0531 | Phase: High            | Hip: Too Low         | Times(ms) -> MP: 64.7, Feat: 00.2, Predict: 03.4, States: 00.0
Frame: 0532 | Phase: High            | Hip: Too Low         | Times(ms) -> MP: 71.9, Feat: 00.2, Predict: 03.1, States: 00.0
Frame: 0533 | Phase: High            | Hip: Too Low         | Times(ms) -> MP: 66.7, Feat: 00.3, Predict: 04.3, States: 00.0
Frame: 0534 | Phase: High            | Hip: Too Low         | Times(ms) -> MP: 69.9, Feat: 00.3, Predict: 04.1, States: 00.0
Frame: 0535 | Phase: High            | Hip: Too Low         | Times(ms) -> MP: 73.6, Feat: 00.2, Predict: 03.4, States: 00.0
Frame: 0536 | Phase: High            | Hip: Too Low         | Times(ms) -> MP: 71.8, Feat: 00.2, Predict: 03.6, States: 00.0
Frame: 0537 | Phase: High            | Hip: Too Low         | Times(ms) -> MP: 74.8, Feat: 00.2, Predict: 03.1, States: 00.0
Frame: 0538 | Phase: High            | Hip: Too Low         | Times(ms) -> MP: 71.0, Feat: 00.3, Predict: 02.9, States: 00.0
Frame: 0539 | Phase: High            | Hip: Too Low         | Times(ms) -> MP: 75.7, Feat: 00.2, Predict: 03.8, States: 00.0
Frame: 0540 | Phase: High            | Hip: Too Low         | Times(ms) -> MP: 69.7, Feat: 00.2, Predict: 02.9, States: 00.0
Frame: 0541 | Phase: High            | Hip: Too Low         | Times(ms) -> MP: 97.8, Feat: 00.2, Predict: 03.9, States: 00.0
Frame: 0542 | Phase: High            | Hip: Too Low         | Times(ms) -> MP: 75.3, Feat: 00.2, Predict: 04.1, States: 00.0
Frame: 0543 | Phase: High            | Hip: Too Low         | Times(ms) -> MP: 77.7, Feat: 00.2, Predict: 03.7, States: 00.0
Frame: 0544 | Phase: High            | Hip: Too Low         | Times(ms) -> MP: 70.6, Feat: 00.2, Predict: 03.2, States: 00.0
Frame: 0545 | Phase: Medium          | Hip: Too Low         | Times(ms) -> MP: 69.3, Feat: 00.3, Predict: 04.0, States: 00.0
Frame: 0546 | Phase: Medium          | Hip: Too Low         | Times(ms) -> MP: 69.5, Feat: 00.2, Predict: 03.1, States: 00.0
Frame: 0547 | Phase: Medium          | Hip: Too Low         | Times(ms) -> MP: 68.1, Feat: 00.3, Predict: 02.8, States: 00.0
Frame: 0548 | Phase: Medium          | Hip: Too Low         | Times(ms) -> MP: 68.4, Feat: 00.2, Predict: 03.9, States: 00.0
Frame: 0549 | Phase: High            | Hip: Too Low         | Times(ms) -> MP: 74.1, Feat: 00.2, Predict: 04.4, States: 00.0
Frame: 0550 | Phase: Medium          | Hip: Too Low         | Times(ms) -> MP: 73.3, Feat: 00.3, Predict: 03.4, States: 00.0
Frame: 0551 | Phase: Medium          | Hip: Too Low         | Times(ms) -> MP: 66.2, Feat: 00.2, Predict: 03.2, States: 00.0
Frame: 0552 | Phase: Medium          | Hip: Too Low         | Times(ms) -> MP: 72.5, Feat: 00.3, Predict: 03.9, States: 00.0
Frame: 0553 | Phase: Medium          | Hip: Too Low         | Times(ms) -> MP: 65.3, Feat: 00.3, Predict: 04.2, States: 00.0
Frame: 0554 | Phase: High            | Hip: Too Low         | Times(ms) -> MP: 63.1, Feat: 00.2, Predict: 03.2, States: 00.0
Frame: 0555 | Phase: Medium          | Hip: Too Low         | Times(ms) -> MP: 69.0, Feat: 00.2, Predict: 04.0, States: 00.0
Frame: 0556 | Phase: Medium          | Hip: Too Low         | Times(ms) -> MP: 66.2, Feat: 00.2, Predict: 04.4, States: 00.0
Frame: 0557 | Phase: Medium          | Hip: Good            | Times(ms) -> MP: 75.4, Feat: 00.2, Predict: 02.9, States: 00.0
Frame: 0558 | Phase: High            | Hip: Good            | Times(ms) -> MP: 66.3, Feat: 00.2, Predict: 04.5, States: 00.0
Frame: 0559 | Phase: High            | Hip: Good            | Times(ms) -> MP: 65.5, Feat: 00.2, Predict: 03.1, States: 00.0
Frame: 0560 | Phase: High            | Hip: Good            | Times(ms) -> MP: 66.5, Feat: 00.2, Predict: 03.9, States: 00.0
Frame: 0561 | Phase: High            | Hip: Good            | Times(ms) -> MP: 72.1, Feat: 00.3, Predict: 05.3, States: 00.0
Frame: 0562 | Phase: High            | Hip: Good            | Times(ms) -> MP: 69.7, Feat: 00.2, Predict: 03.1, States: 00.0
Frame: 0563 | Phase: High            | Hip: Good            | Times(ms) -> MP: 69.6, Feat: 00.2, Predict: 02.8, States: 00.0
Frame: 0564 | Phase: High            | Hip: Good            | Times(ms) -> MP: 80.2, Feat: 00.3, Predict: 04.7, States: 00.0
Frame: 0565 | Phase: High            | Hip: Good            | Times(ms) -> MP: 67.8, Feat: 00.2, Predict: 02.9, States: 00.0
Frame: 0566 | Phase: High            | Hip: Good            | Times(ms) -> MP: 67.3, Feat: 00.2, Predict: 03.8, States: 00.0
Frame: 0567 | Phase: High            | Hip: Good            | Times(ms) -> MP: 69.6, Feat: 00.2, Predict: 04.4, States: 00.0
Frame: 0568 | Phase: High            | Hip: Good            | Times(ms) -> MP: 71.4, Feat: 00.2, Predict: 02.9, States: 00.0
Frame: 0569 | Phase: High            | Hip: Good            | Times(ms) -> MP: 91.3, Feat: 00.2, Predict: 03.4, States: 00.0
Frame: 0570 | Phase: High            | Hip: Good            | Times(ms) -> MP: 81.1, Feat: 00.2, Predict: 03.6, States: 00.0
Frame: 0571 | Phase: High            | Hip: Good            | Times(ms) -> MP: 74.7, Feat: 00.3, Predict: 04.3, States: 00.0
Frame: 0572 | Phase: High            | Hip: Good            | Times(ms) -> MP: 74.0, Feat: 00.2, Predict: 04.1, States: 00.0
Frame: 0573 | Phase: High            | Hip: Good            | Times(ms) -> MP: 68.7, Feat: 00.3, Predict: 08.1, States: 00.0
Frame: 0574 | Phase: High            | Hip: Good            | Times(ms) -> MP: 74.1, Feat: 00.2, Predict: 03.5, States: 00.0
Frame: 0575 | Phase: High            | Hip: Good            | Times(ms) -> MP: 74.2, Feat: 00.3, Predict: 04.5, States: 00.0
Frame: 0576 | Phase: High            | Hip: Good            | Times(ms) -> MP: 77.6, Feat: 00.4, Predict: 04.3, States: 00.0
Frame: 0577 | Phase: High            | Hip: Good            | Times(ms) -> MP: 85.3, Feat: 00.2, Predict: 02.8, States: 00.0
Frame: 0578 | Phase: High            | Hip: Good            | Times(ms) -> MP: 68.6, Feat: 00.2, Predict: 04.2, States: 00.0
Frame: 0579 | Phase: High            | Hip: Good            | Times(ms) -> MP: 70.5, Feat: 00.2, Predict: 02.9, States: 00.0
Frame: 0580 | Phase: High            | Hip: Good            | Times(ms) -> MP: 63.7, Feat: 00.2, Predict: 02.9, States: 00.0
Frame: 0581 | Phase: High            | Hip: Good            | Times(ms) -> MP: 69.4, Feat: 00.3, Predict: 03.2, States: 00.0
Frame: 0582 | Phase: High            | Hip: Good            | Times(ms) -> MP: 65.3, Feat: 00.2, Predict: 03.3, States: 00.0
Frame: 0583 | Phase: High            | Hip: Good            | Times(ms) -> MP: 65.8, Feat: 00.3, Predict: 03.5, States: 00.0
Frame: 0584 | Phase: High            | Hip: Good            | Times(ms) -> MP: 64.9, Feat: 00.4, Predict: 02.9, States: 00.0
Frame: 0585 | Phase: High            | Hip: Good            | Times(ms) -> MP: 64.1, Feat: 00.2, Predict: 02.7, States: 00.0
Frame: 0586 | Phase: High            | Hip: Good            | Times(ms) -> MP: 61.9, Feat: 00.2, Predict: 03.1, States: 00.0
Frame: 0587 | Phase: High            | Hip: Good            | Times(ms) -> MP: 66.6, Feat: 00.2, Predict: 03.9, States: 00.0
Frame: 0588 | Phase: High            | Hip: Good            | Times(ms) -> MP: 64.1, Feat: 00.6, Predict: 06.3, States: 00.0
Frame: 0589 | Phase: High            | Hip: Good            | Times(ms) -> MP: 66.9, Feat: 00.2, Predict: 03.0, States: 00.0
Frame: 0590 | Phase: High            | Hip: Good            | Times(ms) -> MP: 64.0, Feat: 00.2, Predict: 03.1, States: 00.0
Frame: 0591 | Phase: High            | Hip: Good            | Times(ms) -> MP: 63.3, Feat: 00.2, Predict: 03.4, States: 00.0
Frame: 0592 | Phase: High            | Hip: Good            | Times(ms) -> MP: 68.3, Feat: 00.2, Predict: 03.3, States: 00.0
Frame: 0593 | Phase: High            | Hip: Good            | Times(ms) -> MP: 67.0, Feat: 00.2, Predict: 02.9, States: 00.0
Frame: 0594 | Phase: High            | Hip: Good            | Times(ms) -> MP: 62.9, Feat: 00.2, Predict: 03.8, States: 00.0
Frame: 0595 | Phase: High            | Hip: Good            | Times(ms) -> MP: 65.9, Feat: 00.3, Predict: 05.0, States: 00.0
Frame: 0596 | Phase: High            | Hip: Good            | Times(ms) -> MP: 62.3, Feat: 00.2, Predict: 03.9, States: 00.0
Frame: 0597 | Phase: High            | Hip: Good            | Times(ms) -> MP: 64.5, Feat: 00.3, Predict: 03.5, States: 00.0
Frame: 0598 | Phase: High            | Hip: Good            | Times(ms) -> MP: 64.2, Feat: 00.8, Predict: 03.2, States: 00.0
Frame: 0599 | Phase: High            | Hip: Good            | Times(ms) -> MP: 67.4, Feat: 00.2, Predict: 03.0, States: 00.0
Frame: 0600 | Phase: High            | Hip: Good            | Times(ms) -> MP: 63.0, Feat: 00.2, Predict: 02.8, States: 00.0
Frame: 0601 | Phase: High            | Hip: Good            | Times(ms) -> MP: 67.3, Feat: 00.2, Predict: 02.8, States: 00.0
Frame: 0602 | Phase: High            | Hip: Good            | Times(ms) -> MP: 65.2, Feat: 00.2, Predict: 03.0, States: 00.0
Frame: 0603 | Phase: High            | Hip: Good            | Times(ms) -> MP: 64.9, Feat: 00.2, Predict: 03.2, States: 00.0
Frame: 0604 | Phase: High            | Hip: Good            | Times(ms) -> MP: 62.5, Feat: 00.2, Predict: 03.7, States: 00.0
Frame: 0605 | Phase: High            | Hip: Good            | Times(ms) -> MP: 66.1, Feat: 00.3, Predict: 03.5, States: 00.0
Frame: 0606 | Phase: High            | Hip: Good            | Times(ms) -> MP: 66.8, Feat: 00.2, Predict: 03.4, States: 00.0
Frame: 0607 | Phase: High            | Hip: Good            | Times(ms) -> MP: 65.8, Feat: 00.2, Predict: 03.4, States: 00.0
Frame: 0608 | Phase: High            | Hip: Good            | Times(ms) -> MP: 64.5, Feat: 00.2, Predict: 03.1, States: 00.0
Frame: 0609 | Phase: High            | Hip: Good            | Times(ms) -> MP: 67.1, Feat: 00.2, Predict: 03.8, States: 00.0
Frame: 0610 | Phase: High            | Hip: Good            | Times(ms) -> MP: 67.8, Feat: 00.2, Predict: 03.5, States: 00.0
Frame: 0611 | Phase: High            | Hip: Good            | Times(ms) -> MP: 63.8, Feat: 00.5, Predict: 04.3, States: 00.0
Frame: 0612 | Phase: High            | Hip: Good            | Times(ms) -> MP: 71.7, Feat: 00.2, Predict: 03.1, States: 00.0
Frame: 0613 | Phase: High            | Hip: Good            | Times(ms) -> MP: 68.1, Feat: 00.2, Predict: 02.9, States: 00.0
Frame: 0614 | Phase: High            | Hip: Good            | Times(ms) -> MP: 69.7, Feat: 00.2, Predict: 02.8, States: 00.0
Frame: 0615 | Phase: High            | Hip: Good            | Times(ms) -> MP: 63.8, Feat: 00.2, Predict: 02.8, States: 00.0
Frame: 0616 | Phase: High            | Hip: Good            | Times(ms) -> MP: 60.3, Feat: 00.2, Predict: 02.8, States: 00.0
Frame: 0617 | Phase: High            | Hip: Good            | Times(ms) -> MP: 60.8, Feat: 00.2, Predict: 03.2, States: 00.0
Frame: 0618 | Phase: High            | Hip: Good            | Times(ms) -> MP: 62.5, Feat: 00.2, Predict: 02.9, States: 00.0
Frame: 0619 | Phase: High            | Hip: Good            | Times(ms) -> MP: 61.9, Feat: 00.2, Predict: 02.7, States: 00.0
Frame: 0620 | Phase: High            | Hip: Good            | Times(ms) -> MP: 69.7, Feat: 00.2, Predict: 03.0, States: 00.1
Frame: 0621 | Phase: High            | Hip: Good            | Times(ms) -> MP: 62.6, Feat: 00.2, Predict: 03.6, States: 00.0
Frame: 0622 | Phase: High            | Hip: Good            | Times(ms) -> MP: 67.9, Feat: 00.2, Predict: 02.7, States: 00.0
Frame: 0623 | Phase: High            | Hip: Good            | Times(ms) -> MP: 66.6, Feat: 00.2, Predict: 03.4, States: 00.0
Frame: 0624 | Phase: High            | Hip: Good            | Times(ms) -> MP: 75.8, Feat: 00.2, Predict: 03.1, States: 00.0
Frame: 0625 | Phase: High            | Hip: Good            | Times(ms) -> MP: 66.6, Feat: 00.2, Predict: 03.2, States: 00.0
Frame: 0626 | Phase: High            | Hip: Good            | Times(ms) -> MP: 74.4, Feat: 00.2, Predict: 03.2, States: 00.1
Frame: 0627 | Phase: High            | Hip: Good            | Times(ms) -> MP: 70.5, Feat: 00.2, Predict: 03.0, States: 00.0
Frame: 0628 | Phase: High            | Hip: Good            | Times(ms) -> MP: 74.9, Feat: 00.2, Predict: 04.0, States: 00.0
Frame: 0629 | Phase: High            | Hip: Good            | Times(ms) -> MP: 65.8, Feat: 00.2, Predict: 04.5, States: 00.0
Frame: 0630 | Phase: High            | Hip: Good            | Times(ms) -> MP: 68.0, Feat: 00.2, Predict: 03.0, States: 00.0
Frame: 0631 | Phase: High            | Hip: Good            | Times(ms) -> MP: 68.2, Feat: 06.4, Predict: 04.7, States: 00.0
Frame: 0632 | Phase: High            | Hip: Good            | Times(ms) -> MP: 68.1, Feat: 00.2, Predict: 03.5, States: 00.0
Frame: 0633 | Phase: High            | Hip: Good            | Times(ms) -> MP: 61.9, Feat: 00.2, Predict: 05.9, States: 00.0
Frame: 0634 | Phase: High            | Hip: Good            | Times(ms) -> MP: 75.4, Feat: 00.2, Predict: 03.5, States: 00.0
Frame: 0635 | Phase: High            | Hip: Good            | Times(ms) -> MP: 69.7, Feat: 00.2, Predict: 03.1, States: 00.0
Frame: 0636 | Phase: High            | Hip: Good            | Times(ms) -> MP: 70.7, Feat: 00.3, Predict: 05.3, States: 00.0
Frame: 0637 | Phase: High            | Hip: Good            | Times(ms) -> MP: 66.3, Feat: 00.2, Predict: 03.0, States: 00.0
Frame: 0638 | Phase: High            | Hip: Good            | Times(ms) -> MP: 72.0, Feat: 00.2, Predict: 03.2, States: 00.0
Frame: 0639 | Phase: High            | Hip: Good            | Times(ms) -> MP: 72.6, Feat: 00.2, Predict: 04.8, States: 00.0
Frame: 0640 | Phase: High            | Hip: Good            | Times(ms) -> MP: 68.7, Feat: 00.2, Predict: 03.3, States: 00.0
Frame: 0641 | Phase: High            | Hip: Good            | Times(ms) -> MP: 67.5, Feat: 00.2, Predict: 02.8, States: 00.0
Frame: 0642 | Phase: High            | Hip: Good            | Times(ms) -> MP: 71.6, Feat: 00.2, Predict: 03.5, States: 00.0
Frame: 0643 | Phase: High            | Hip: Good            | Times(ms) -> MP: 69.3, Feat: 00.3, Predict: 05.2, States: 00.0
Frame: 0644 | Phase: High            | Hip: Good            | Times(ms) -> MP: 69.4, Feat: 00.3, Predict: 03.3, States: 00.0
Frame: 0645 | Phase: High            | Hip: Good            | Times(ms) -> MP: 72.7, Feat: 00.2, Predict: 04.2, States: 00.0
Frame: 0646 | Phase: High            | Hip: Good            | Times(ms) -> MP: 107.2, Feat: 00.3, Predict: 07.3, States: 00.0
Frame: 0647 | Phase: High            | Hip: Good            | Times(ms) -> MP: 72.0, Feat: 00.2, Predict: 03.1, States: 00.0
Frame: 0648 | Phase: High            | Hip: Good            | Times(ms) -> MP: 70.9, Feat: 00.3, Predict: 04.1, States: 00.0
Frame: 0649 | Phase: High            | Hip: Good            | Times(ms) -> MP: 71.0, Feat: 00.3, Predict: 03.3, States: 00.0
Frame: 0650 | Phase: High            | Hip: Good            | Times(ms) -> MP: 74.0, Feat: 00.2, Predict: 03.5, States: 00.0
Frame: 0651 | Phase: High            | Hip: Good            | Times(ms) -> MP: 74.2, Feat: 00.2, Predict: 03.2, States: 00.0
Frame: 0652 | Phase: High            | Hip: Good            | Times(ms) -> MP: 76.1, Feat: 00.2, Predict: 05.3, States: 00.0
Frame: 0653 | Phase: High            | Hip: Good            | Times(ms) -> MP: 79.4, Feat: 00.2, Predict: 04.1, States: 00.0
Frame: 0654 | Phase: High            | Hip: Good            | Times(ms) -> MP: 65.2, Feat: 00.2, Predict: 03.5, States: 00.0
Frame: 0655 | Phase: High            | Hip: Good            | Times(ms) -> MP: 67.4, Feat: 00.2, Predict: 03.2, States: 00.0
Frame: 0656 | Phase: High            | Hip: Good            | Times(ms) -> MP: 66.5, Feat: 00.2, Predict: 03.1, States: 00.0
Frame: 0657 | Phase: High            | Hip: Good            | Times(ms) -> MP: 60.4, Feat: 00.2, Predict: 03.3, States: 00.0
Frame: 0658 | Phase: High            | Hip: Good            | Times(ms) -> MP: 64.0, Feat: 00.3, Predict: 03.4, States: 00.0
Frame: 0659 | Phase: High            | Hip: Good            | Times(ms) -> MP: 72.4, Feat: 00.2, Predict: 03.0, States: 00.0
Frame: 0660 | Phase: High            | Hip: Good            | Times(ms) -> MP: 65.3, Feat: 00.2, Predict: 03.2, States: 00.0
Frame: 0661 | Phase: High            | Hip: Good            | Times(ms) -> MP: 68.2, Feat: 00.2, Predict: 04.5, States: 00.0
Frame: 0662 | Phase: High            | Hip: Good            | Times(ms) -> MP: 64.6, Feat: 00.2, Predict: 03.1, States: 00.0
