Source: Offline Video - fast_10_pushup.mp4
Date & Time: 2026-07-20 12:10:01
==========================================================================================
Frame: 0002 | Processed: Yes  | TS(ms): 1784549389715 | Delta: 0000 | Phase: Low             | Hip: Too High        | Reps: 00 | RepState: idle            | HipStatus: Good       | Times(ms) -> MP: 44.4, Feat: 00.4, Predict: 03.0, States: 00.0
Frame: 0218 | Processed: Yes  | TS(ms): 1784549396843 | Delta: 0000 | Phase: Medium          | Hip: Good            | Reps: 00 | RepState: idle            | HipStatus: Good Form  | Times(ms) -> MP: 46.1, Feat: 00.2, Predict: 03.1, States: 00.0
Frame: 0220 | Processed: Yes  | TS(ms): 1784549396909 | Delta: 0000 | Phase: Medium          | Hip: Good            | Reps: 00 | RepState: idle            | HipStatus: Good Form  | Times(ms) -> MP: 47.8, Feat: 00.2, Predict: 02.8, States: 00.0
Frame: 0222 | Processed: Yes  | TS(ms): 1784549396975 | Delta: 0000 | Phase: Medium          | Hip: Good            | Reps: 00 | RepState: idle            | HipStatus: Good Form  | Times(ms) -> MP: 46.5, Feat: 00.2, Predict: 02.9, States: 00.0
Frame: 0224 | Processed: Yes  | TS(ms): 1784549397041 | Delta: 0000 | Phase: Medium          | Hip: Good            | Reps: 00 | RepState: idle            | HipStatus: Good Form  | Times(ms) -> MP: 47.6, Feat: 00.2, Predict: 02.8, States: 00.0
Frame: 0226 | Processed: Yes  | TS(ms): 1784549397107 | Delta: 0000 | Phase: Medium          | Hip: Good            | Reps: 00 | RepState: idle            | HipStatus: Good Form  | Times(ms) -> MP: 45.4, Feat: 00.2, Predict: 02.4, States: 00.0
Frame: 0228 | Processed: Yes  | TS(ms): 1784549397173 | Delta: 0000 | Phase: Medium          | Hip: Good            | Reps: 00 | RepState: idle            | HipStatus: Good Form  | Times(ms) -> MP: 47.0, Feat: 00.2, Predict: 02.7, States: 00.0
Frame: 0230 | Processed: Yes  | TS(ms): 1784549397239 | Delta: 0000 | Phase: High            | Hip: Good            | Reps: 00 | RepState: idle            | HipStatus: Good Form  | Times(ms) -> MP: 46.3, Feat: 00.2, Predict: 02.4, States: 00.0
Frame: 0232 | Processed: Yes  | TS(ms): 1784549397305 | Delta: 0000 | Phase: High            | Hip: Good            | Reps: 00 | RepState: idle            | HipStatus: Good Form  | Times(ms) -> MP: 45.5, Feat: 00.2, Predict: 02.7, States: 00.0
Frame: 0234 | Processed: Yes  | TS(ms): 1784549397371 | Delta: 0000 | Phase: Medium          | Hip: Good            | Reps: 00 | RepState: idle            | HipStatus: Good Form  | Times(ms) -> MP: 45.5, Feat: 00.2, Predict: 02.1, States: 00.0
Frame: 0236 | Processed: Yes  | TS(ms): 1784549397437 | Delta: 0000 | Phase: Medium          | Hip: Good            | Reps: 00 | RepState: idle            | HipStatus: Good Form  | Times(ms) -> MP: 45.9, Feat: 00.2, Predict: 02.3, States: 00.0
Frame: 0238 | Processed: Yes  | TS(ms): 1784549397503 | Delta: 0000 | Phase: Medium          | Hip: Good            | Reps: 00 | RepState: idle            | HipStatus: Good Form  | Times(ms) -> MP: 47.9, Feat: 00.2, Predict: 02.2, States: 00.0
