Source: Offline Video - doron_test_for_project.mp4
Date & Time: 2026-07-16 07:01:44
==========================================================================================
Frame: 0001 | Processed: Yes  | TS(ms): 1784185055324 | Delta: 0000 | Phase: High            | Hip: Too High        | Reps: 00 | RepState: idle            | HipStatus: Good       | Times(ms) -> MP: 47.8, Feat: 00.3, Predict: 02.4, States: 00.0
Frame: 0108 | Processed: Yes  | TS(ms): 1784185058855 | Delta: 0000 | Phase: Medium          | Hip: Good            | Reps: 01 | RepState: descending_mid  | HipStatus: Good Form  | Times(ms) -> MP: 45.8, Feat: 00.4, Predict: 02.3, States: 00.0
Frame: 0109 | Processed: Yes  | TS(ms): 1784185058888 | Delta: 0000 | Phase: Medium          | Hip: Good            | Reps: 01 | RepState: descending_mid  | HipStatus: Good Form  | Times(ms) -> MP: 46.5, Feat: 00.2, Predict: 02.2, States: 00.0
Frame: 0110 | Processed: Yes  | TS(ms): 1784185058921 | Delta: 0000 | Phase: Medium          | Hip: Good            | Reps: 01 | RepState: descending_mid  | HipStatus: Good Form  | Times(ms) -> MP: 47.6, Feat: 00.2, Predict: 02.7, States: 00.0
Frame: 0111 | Processed: Yes  | TS(ms): 1784185058954 | Delta: 0000 | Phase: Medium          | Hip: Good            | Reps: 01 | RepState: descending_mid  | HipStatus: Good Form  | Times(ms) -> MP: 49.2, Feat: 00.2, Predict: 02.3, States: 00.0
Frame: 0112 | Processed: Yes  | TS(ms): 1784185058987 | Delta: 0000 | Phase: Medium          | Hip: Good            | Reps: 01 | RepState: descending_mid  | HipStatus: Good Form  | Times(ms) -> MP: 46.0, Feat: 00.2, Predict: 02.3, States: 00.0
Frame: 0113 | Processed: Yes  | TS(ms): 1784185059020 | Delta: 0000 | Phase: Medium          | Hip: Good            | Reps: 01 | RepState: descending_mid  | HipStatus: Good Form  | Times(ms) -> MP: 48.3, Feat: 00.2, Predict: 02.6, States: 00.0
Frame: 0114 | Processed: Yes  | TS(ms): 1784185059053 | Delta: 0000 | Phase: Medium          | Hip: Good            | Reps: 01 | RepState: descending_mid  | HipStatus: Good Form  | Times(ms) -> MP: 46.0, Feat: 00.2, Predict: 02.9, States: 00.0
Frame: 0115 | Processed: Yes  | TS(ms): 1784185059086 | Delta: 0000 | Phase: Medium          | Hip: Good            | Reps: 01 | RepState: descending_mid  | HipStatus: Good Form  | Times(ms) -> MP: 47.6, Feat: 00.2, Predict: 02.4, States: 00.0
Frame: 0116 | Processed: Yes  | TS(ms): 1784185059119 | Delta: 0000 | Phase: Low             | Hip: Good            | Reps: 01 | RepState: descending_mid  | HipStatus: Good Form  | Times(ms) -> MP: 47.6, Feat: 00.2, Predict: 02.3, States: 00.0
Frame: 0117 | Processed: Yes  | TS(ms): 1784185059152 | Delta: 0000 | Phase: Low             | Hip: Good            | Reps: 01 | RepState: descending_mid  | HipStatus: Good Form  | Times(ms) -> MP: 47.2, Feat: 00.2, Predict: 02.8, States: 00.0
Frame: 0118 | Processed: Yes  | TS(ms): 1784185059185 | Delta: 0000 | Phase: Low             | Hip: Good            | Reps: 01 | RepState: LOW             | HipStatus: Good Form  | Times(ms) -> MP: 49.0, Feat: 00.2, Predict: 02.3, States: 00.0
Frame: 0119 | Processed: Yes  | TS(ms): 1784185059218 | Delta: 0000 | Phase: Low             | Hip: Good            | Reps: 01 | RepState: LOW             | HipStatus: Good Form  | Times(ms) -> MP: 45.8, Feat: 00.2, Predict: 02.8, States: 00.0
Frame: 0120 | Processed: Yes  | TS(ms): 1784185059251 | Delta: 0000 | Phase: Low             | Hip: Good            | Reps: 01 | RepState: LOW             | HipStatus: Good Form  | Times(ms) -> MP: 46.6, Feat: 00.2, Predict: 02.3, States: 00.0
Frame: 0121 | Processed: Yes  | TS(ms): 1784185059284 | Delta: 0000 | Phase: Low             | Hip: Good            | Reps: 01 | RepState: LOW             | HipStatus: Good Form  | Times(ms) -> MP: 45.6, Feat: 00.2, Predict: 02.2, States: 00.0
Frame: 0122 | Processed: Yes  | TS(ms): 1784185059317 | Delta: 0000 | Phase: Low             | Hip: Good            | Reps: 01 | RepState: LOW             | HipStatus: Good Form  | Times(ms) -> MP: 46.1, Feat: 00.2, Predict: 02.4, States: 00.0
Frame: 0123 | Processed: Yes  | TS(ms): 1784185059350 | Delta: 0000 | Phase: Low             | Hip: Good            | Reps: 01 | RepState: LOW             | HipStatus: Good Form  | Times(ms) -> MP: 46.9, Feat: 00.2, Predict: 02.3, States: 00.0
Frame: 0124 | Processed: Yes  | TS(ms): 1784185059383 | Delta: 0000 | Phase: Low             | Hip: Good            | Reps: 01 | RepState: LOW             | HipStatus: Good Form  | Times(ms) -> MP: 47.9, Feat: 00.2, Predict: 02.3, States: 00.0
Frame: 0125 | Processed: Yes  | TS(ms): 1784185059416 | Delta: 0000 | Phase: Low             | Hip: Good            | Reps: 01 | RepState: LOW             | HipStatus: Good Form  | Times(ms) -> MP: 46.0, Feat: 00.2, Predict: 02.4, States: 00.0
Frame: 0126 | Processed: Yes  | TS(ms): 1784185059449 | Delta: 0000 | Phase: Low             | Hip: Good            | Reps: 01 | RepState: LOW             | HipStatus: Good Form  | Times(ms) -> MP: 47.5, Feat: 00.2, Predict: 02.3, States: 00.0
Frame: 0127 | Processed: Yes  | TS(ms): 1784185059482 | Delta: 0000 | Phase: Low             | Hip: Good            | Reps: 01 | RepState: LOW             | HipStatus: Good Form  | Times(ms) -> MP: 49.0, Feat: 00.2, Predict: 02.5, States: 00.0
Frame: 0128 | Processed: Yes  | TS(ms): 1784185059515 | Delta: 0000 | Phase: Low             | Hip: Good            | Reps: 01 | RepState: LOW             | HipStatus: Good Form  | Times(ms) -> MP: 47.4, Feat: 00.2, Predict: 02.6, States: 00.0
Frame: 0129 | Processed: Yes  | TS(ms): 1784185059548 | Delta: 0000 | Phase: Low             | Hip: Good            | Reps: 01 | RepState: LOW             | HipStatus: Good Form  | Times(ms) -> MP: 49.6, Feat: 00.2, Predict: 02.6, States: 00.0
Frame: 0130 | Processed: Yes  | TS(ms): 1784185059581 | Delta: 0000 | Phase: Medium          | Hip: Good            | Reps: 01 | RepState: LOW             | HipStatus: Good Form  | Times(ms) -> MP: 52.4, Feat: 00.2, Predict: 02.5, States: 00.0
Frame: 0131 | Processed: Yes  | TS(ms): 1784185059614 | Delta: 0000 | Phase: Medium          | Hip: Good            | Reps: 01 | RepState: LOW             | HipStatus: Good Form  | Times(ms) -> MP: 47.5, Feat: 00.2, Predict: 02.3, States: 00.0
Frame: 0132 | Processed: Yes  | TS(ms): 1784185059647 | Delta: 0000 | Phase: Medium          | Hip: Good            | Reps: 01 | RepState: ascending_mid   | HipStatus: Good Form  | Times(ms) -> MP: 46.9, Feat: 00.2, Predict: 02.7, States: 00.0
Frame: 0133 | Processed: Yes  | TS(ms): 1784185059680 | Delta: 0000 | Phase: Low             | Hip: Good            | Reps: 01 | RepState: ascending_mid   | HipStatus: Good Form  | Times(ms) -> MP: 47.1, Feat: 00.2, Predict: 02.3, States: 00.0
Frame: 0134 | Processed: Yes  | TS(ms): 1784185059713 | Delta: 0000 | Phase: Low             | Hip: Good            | Reps: 01 | RepState: ascending_mid   | HipStatus: Good Form  | Times(ms) -> MP: 48.3, Feat: 00.2, Predict: 02.3, States: 00.0
Frame: 0135 | Processed: Yes  | TS(ms): 1784185059746 | Delta: 0000 | Phase: Medium          | Hip: Good            | Reps: 01 | RepState: ascending_mid   | HipStatus: Good Form  | Times(ms) -> MP: 47.1, Feat: 00.2, Predict: 02.5, States: 00.0
Frame: 0136 | Processed: Yes  | TS(ms): 1784185059779 | Delta: 0000 | Phase: Medium          | Hip: Good            | Reps: 01 | RepState: ascending_mid   | HipStatus: Good Form  | Times(ms) -> MP: 47.6, Feat: 00.2, Predict: 02.3, States: 00.0
Frame: 0137 | Processed: Yes  | TS(ms): 1784185059812 | Delta: 0000 | Phase: Medium          | Hip: Good            | Reps: 01 | RepState: ascending_mid   | HipStatus: Good Form  | Times(ms) -> MP: 46.4, Feat: 00.2, Predict: 02.6, States: 00.0
Frame: 0138 | Processed: Yes  | TS(ms): 1784185059845 | Delta: 0000 | Phase: Medium          | Hip: Good            | Reps: 01 | RepState: ascending_mid   | HipStatus: Good Form  | Times(ms) -> MP: 47.1, Feat: 00.2, Predict: 02.5, States: 00.0
Frame: 0139 | Processed: Yes  | TS(ms): 1784185059878 | Delta: 0000 | Phase: Medium          | Hip: Good            | Reps: 01 | RepState: ascending_mid   | HipStatus: Good Form  | Times(ms) -> MP: 50.5, Feat: 00.2, Predict: 02.4, States: 00.0
Frame: 0140 | Processed: Yes  | TS(ms): 1784185059911 | Delta: 0000 | Phase: Medium          | Hip: Good            | Reps: 01 | RepState: ascending_mid   | HipStatus: Good Form  | Times(ms) -> MP: 46.6, Feat: 00.2, Predict: 02.4, States: 00.0
Frame: 0141 | Processed: Yes  | TS(ms): 1784185059944 | Delta: 0000 | Phase: Medium          | Hip: Good            | Reps: 01 | RepState: ascending_mid   | HipStatus: Good Form  | Times(ms) -> MP: 45.7, Feat: 00.2, Predict: 02.4, States: 00.0
Frame: 0142 | Processed: Yes  | TS(ms): 1784185059977 | Delta: 0000 | Phase: Medium          | Hip: Good            | Reps: 01 | RepState: ascending_mid   | HipStatus: Good Form  | Times(ms) -> MP: 48.2, Feat: 00.2, Predict: 02.4, States: 00.1
Frame: 0143 | Processed: Yes  | TS(ms): 1784185060010 | Delta: 0000 | Phase: Medium          | Hip: Good            | Reps: 01 | RepState: ascending_mid   | HipStatus: Good Form  | Times(ms) -> MP: 48.9, Feat: 00.2, Predict: 02.5, States: 00.0
Frame: 0144 | Processed: Yes  | TS(ms): 1784185060043 | Delta: 0000 | Phase: Medium          | Hip: Good            | Reps: 01 | RepState: ascending_mid   | HipStatus: Good Form  | Times(ms) -> MP: 45.8, Feat: 00.2, Predict: 02.3, States: 00.0
Frame: 0145 | Processed: Yes  | TS(ms): 1784185060076 | Delta: 0000 | Phase: Medium          | Hip: Good            | Reps: 01 | RepState: ascending_mid   | HipStatus: Good Form  | Times(ms) -> MP: 48.3, Feat: 00.2, Predict: 02.3, States: 00.0
Frame: 0146 | Processed: Yes  | TS(ms): 1784185060109 | Delta: 0000 | Phase: High            | Hip: Good            | Reps: 01 | RepState: ascending_mid   | HipStatus: Good Form  | Times(ms) -> MP: 48.9, Feat: 00.2, Predict: 02.8, States: 00.0
Frame: 0147 | Processed: Yes  | TS(ms): 1784185060142 | Delta: 0000 | Phase: High            | Hip: Good            | Reps: 01 | RepState: ascending_mid   | HipStatus: Good Form  | Times(ms) -> MP: 52.1, Feat: 00.4, Predict: 02.7, States: 00.0
Frame: 0148 | Processed: Yes  | TS(ms): 1784185060175 | Delta: 0000 | Phase: High            | Hip: Good            | Reps: 02 | RepState: HIGH            | HipStatus: Good Form  | Times(ms) -> MP: 48.6, Feat: 00.2, Predict: 02.3, States: 00.0
Frame: 0149 | Processed: Yes  | TS(ms): 1784185060208 | Delta: 0000 | Phase: High            | Hip: Good            | Reps: 02 | RepState: HIGH            | HipStatus: Good Form  | Times(ms) -> MP: 48.4, Feat: 00.2, Predict: 02.3, States: 00.0
Frame: 0150 | Processed: Yes  | TS(ms): 1784185060241 | Delta: 0000 | Phase: High            | Hip: Good            | Reps: 02 | RepState: HIGH            | HipStatus: Good Form  | Times(ms) -> MP: 51.5, Feat: 00.2, Predict: 02.4, States: 00.0
Frame: 0151 | Processed: Yes  | TS(ms): 1784185060274 | Delta: 0000 | Phase: High            | Hip: Good            | Reps: 02 | RepState: HIGH            | HipStatus: Good Form  | Times(ms) -> MP: 45.2, Feat: 00.2, Predict: 02.6, States: 00.0
Frame: 0152 | Processed: Yes  | TS(ms): 1784185060307 | Delta: 0000 | Phase: High            | Hip: Good            | Reps: 02 | RepState: HIGH            | HipStatus: Good Form  | Times(ms) -> MP: 46.2, Feat: 00.2, Predict: 02.3, States: 00.0
Frame: 0153 | Processed: Yes  | TS(ms): 1784185060340 | Delta: 0000 | Phase: High            | Hip: Good            | Reps: 02 | RepState: HIGH            | HipStatus: Good Form  | Times(ms) -> MP: 46.7, Feat: 00.2, Predict: 02.9, States: 00.0
Frame: 0154 | Processed: Yes  | TS(ms): 1784185060373 | Delta: 0000 | Phase: High            | Hip: Too High        | Reps: 02 | RepState: HIGH            | HipStatus: Good Form  | Times(ms) -> MP: 46.1, Feat: 00.2, Predict: 02.3, States: 00.0
Frame: 0155 | Processed: Yes  | TS(ms): 1784185060406 | Delta: 0000 | Phase: High            | Hip: Too High        | Reps: 02 | RepState: HIGH            | HipStatus: Good Form  | Times(ms) -> MP: 47.4, Feat: 00.2, Predict: 02.7, States: 00.0
Frame: 0156 | Processed: Yes  | TS(ms): 1784185060439 | Delta: 0000 | Phase: High            | Hip: Too High        | Reps: 02 | RepState: HIGH            | HipStatus: Too High   | Times(ms) -> MP: 47.5, Feat: 00.2, Predict: 02.3, States: 00.0
Frame: 0157 | Processed: Yes  | TS(ms): 1784185060472 | Delta: 0000 | Phase: High            | Hip: Too High        | Reps: 02 | RepState: HIGH            | HipStatus: Too High   | Times(ms) -> MP: 46.5, Feat: 00.2, Predict: 02.3, States: 00.0
Frame: 0158 | Processed: Yes  | TS(ms): 1784185060505 | Delta: 0000 | Phase: High            | Hip: Too High        | Reps: 02 | RepState: HIGH            | HipStatus: Too High   | Times(ms) -> MP: 47.7, Feat: 00.2, Predict: 02.3, States: 00.0
Frame: 0159 | Processed: Yes  | TS(ms): 1784185060538 | Delta: 0000 | Phase: High            | Hip: Too High        | Reps: 02 | RepState: HIGH            | HipStatus: Too High   | Times(ms) -> MP: 47.3, Feat: 00.2, Predict: 02.4, States: 00.0
Frame: 0160 | Processed: Yes  | TS(ms): 1784185060571 | Delta: 0000 | Phase: High            | Hip: Too High        | Reps: 02 | RepState: HIGH            | HipStatus: Too High   | Times(ms) -> MP: 46.1, Feat: 00.2, Predict: 02.4, States: 00.0
Frame: 0161 | Processed: Yes  | TS(ms): 1784185060604 | Delta: 0000 | Phase: High            | Hip: Too High        | Reps: 02 | RepState: HIGH            | HipStatus: Too High   | Times(ms) -> MP: 48.0, Feat: 00.2, Predict: 02.4, States: 00.0
Frame: 0162 | Processed: Yes  | TS(ms): 1784185060637 | Delta: 0000 | Phase: High            | Hip: Too High        | Reps: 02 | RepState: HIGH            | HipStatus: Too High   | Times(ms) -> MP: 48.3, Feat: 00.2, Predict: 02.6, States: 00.0
Frame: 0163 | Processed: Yes  | TS(ms): 1784185060670 | Delta: 0000 | Phase: High            | Hip: Too High        | Reps: 02 | RepState: HIGH            | HipStatus: Too High   | Times(ms) -> MP: 46.0, Feat: 00.2, Predict: 02.5, States: 00.0
Frame: 0164 | Processed: Yes  | TS(ms): 1784185060703 | Delta: 0000 | Phase: High            | Hip: Too High        | Reps: 02 | RepState: HIGH            | HipStatus: Too High   | Times(ms) -> MP: 47.6, Feat: 00.2, Predict: 02.9, States: 00.0
Frame: 0165 | Processed: Yes  | TS(ms): 1784185060736 | Delta: 0000 | Phase: High            | Hip: Too High        | Reps: 02 | RepState: HIGH            | HipStatus: Too High   | Times(ms) -> MP: 47.6, Feat: 00.2, Predict: 02.3, States: 00.0
Frame: 0166 | Processed: Yes  | TS(ms): 1784185060769 | Delta: 0000 | Phase: High            | Hip: Too High        | Reps: 02 | RepState: HIGH            | HipStatus: Too High   | Times(ms) -> MP: 51.2, Feat: 00.2, Predict: 02.4, States: 00.0
Frame: 0167 | Processed: Yes  | TS(ms): 1784185060802 | Delta: 0000 | Phase: High            | Hip: Too High        | Reps: 02 | RepState: HIGH            | HipStatus: Too High   | Times(ms) -> MP: 49.6, Feat: 00.2, Predict: 02.3, States: 00.0
Frame: 0168 | Processed: Yes  | TS(ms): 1784185060835 | Delta: 0000 | Phase: High            | Hip: Too High        | Reps: 02 | RepState: HIGH            | HipStatus: Too High   | Times(ms) -> MP: 47.3, Feat: 00.2, Predict: 02.5, States: 00.0
Frame: 0169 | Processed: Yes  | TS(ms): 1784185060868 | Delta: 0000 | Phase: High            | Hip: Too High        | Reps: 02 | RepState: HIGH            | HipStatus: Too High   | Times(ms) -> MP: 47.4, Feat: 00.2, Predict: 02.3, States: 00.0
Frame: 0170 | Processed: Yes  | TS(ms): 1784185060901 | Delta: 0000 | Phase: High            | Hip: Too High        | Reps: 02 | RepState: HIGH            | HipStatus: Too High   | Times(ms) -> MP: 47.8, Feat: 00.2, Predict: 02.4, States: 00.0
Frame: 0171 | Processed: Yes  | TS(ms): 1784185060934 | Delta: 0000 | Phase: High            | Hip: Too High        | Reps: 02 | RepState: HIGH            | HipStatus: Too High   | Times(ms) -> MP: 48.3, Feat: 00.2, Predict: 02.4, States: 00.0
Frame: 0172 | Processed: Yes  | TS(ms): 1784185060967 | Delta: 0000 | Phase: High            | Hip: Too High        | Reps: 02 | RepState: HIGH            | HipStatus: Too High   | Times(ms) -> MP: 47.6, Feat: 00.2, Predict: 02.5, States: 00.0
Frame: 0173 | Processed: Yes  | TS(ms): 1784185061000 | Delta: 0000 | Phase: High            | Hip: Too High        | Reps: 02 | RepState: HIGH            | HipStatus: Too High   | Times(ms) -> MP: 46.9, Feat: 00.2, Predict: 02.5, States: 00.0
Frame: 0174 | Processed: Yes  | TS(ms): 1784185061033 | Delta: 0000 | Phase: High            | Hip: Too High        | Reps: 02 | RepState: HIGH            | HipStatus: Too High   | Times(ms) -> MP: 45.8, Feat: 00.2, Predict: 02.3, States: 00.0
Frame: 0175 | Processed: Yes  | TS(ms): 1784185061066 | Delta: 0000 | Phase: High            | Hip: Too High        | Reps: 02 | RepState: HIGH            | HipStatus: Too High   | Times(ms) -> MP: 47.3, Feat: 00.2, Predict: 02.5, States: 00.0
Frame: 0176 | Processed: Yes  | TS(ms): 1784185061099 | Delta: 0000 | Phase: High            | Hip: Too High        | Reps: 02 | RepState: HIGH            | HipStatus: Too High   | Times(ms) -> MP: 47.5, Feat: 00.2, Predict: 02.6, States: 00.0
Frame: 0177 | Processed: Yes  | TS(ms): 1784185061132 | Delta: 0000 | Phase: High            | Hip: Too High        | Reps: 02 | RepState: HIGH            | HipStatus: Too High   | Times(ms) -> MP: 47.6, Feat: 00.2, Predict: 02.3, States: 00.0
Frame: 0178 | Processed: Yes  | TS(ms): 1784185061165 | Delta: 0000 | Phase: Medium          | Hip: Too High        | Reps: 02 | RepState: HIGH            | HipStatus: Too High   | Times(ms) -> MP: 47.2, Feat: 00.2, Predict: 02.3, States: 00.0
Frame: 0179 | Processed: Yes  | TS(ms): 1784185061198 | Delta: 0000 | Phase: Medium          | Hip: Too High        | Reps: 02 | RepState: HIGH            | HipStatus: Too High   | Times(ms) -> MP: 48.5, Feat: 00.2, Predict: 02.6, States: 00.0
Frame: 0180 | Processed: Yes  | TS(ms): 1784185061231 | Delta: 0000 | Phase: Medium          | Hip: Too High        | Reps: 02 | RepState: descending_mid  | HipStatus: Too High   | Times(ms) -> MP: 47.6, Feat: 00.2, Predict: 02.6, States: 00.0
Frame: 0181 | Processed: Yes  | TS(ms): 1784185061264 | Delta: 0000 | Phase: Medium          | Hip: Too High        | Reps: 02 | RepState: descending_mid  | HipStatus: Too High   | Times(ms) -> MP: 49.5, Feat: 00.2, Predict: 02.4, States: 00.0
Frame: 0182 | Processed: Yes  | TS(ms): 1784185061297 | Delta: 0000 | Phase: Medium          | Hip: Too High        | Reps: 02 | RepState: descending_mid  | HipStatus: Too High   | Times(ms) -> MP: 46.9, Feat: 00.3, Predict: 03.1, States: 00.0
Frame: 0183 | Processed: Yes  | TS(ms): 1784185061330 | Delta: 0000 | Phase: Medium          | Hip: Too High        | Reps: 02 | RepState: descending_mid  | HipStatus: Too High   | Times(ms) -> MP: 48.1, Feat: 00.2, Predict: 02.4, States: 00.0
Frame: 0184 | Processed: Yes  | TS(ms): 1784185061363 | Delta: 0000 | Phase: Medium          | Hip: Too High        | Reps: 02 | RepState: descending_mid  | HipStatus: Too High   | Times(ms) -> MP: 46.9, Feat: 00.2, Predict: 02.4, States: 00.0
Frame: 0185 | Processed: Yes  | TS(ms): 1784185061396 | Delta: 0000 | Phase: Medium          | Hip: Too High        | Reps: 02 | RepState: descending_mid  | HipStatus: Too High   | Times(ms) -> MP: 51.0, Feat: 00.2, Predict: 02.4, States: 00.0
Frame: 0186 | Processed: Yes  | TS(ms): 1784185061429 | Delta: 0000 | Phase: Medium          | Hip: Too High        | Reps: 02 | RepState: descending_mid  | HipStatus: Too High   | Times(ms) -> MP: 49.6, Feat: 00.2, Predict: 02.4, States: 00.0
Frame: 0187 | Processed: Yes  | TS(ms): 1784185061462 | Delta: 0000 | Phase: Medium          | Hip: Too High        | Reps: 02 | RepState: descending_mid  | HipStatus: Too High   | Times(ms) -> MP: 47.6, Feat: 00.2, Predict: 02.3, States: 00.0
Frame: 0188 | Processed: Yes  | TS(ms): 1784185061495 | Delta: 0000 | Phase: Medium          | Hip: Too High        | Reps: 02 | RepState: descending_mid  | HipStatus: Too High   | Times(ms) -> MP: 49.7, Feat: 00.2, Predict: 02.6, States: 00.0
Frame: 0189 | Processed: Yes  | TS(ms): 1784185061528 | Delta: 0000 | Phase: Medium          | Hip: Too High        | Reps: 02 | RepState: descending_mid  | HipStatus: Too High   | Times(ms) -> MP: 49.9, Feat: 00.2, Predict: 02.5, States: 00.0
Frame: 0190 | Processed: Yes  | TS(ms): 1784185061561 | Delta: 0000 | Phase: Low             | Hip: Too High        | Reps: 02 | RepState: descending_mid  | HipStatus: Too High   | Times(ms) -> MP: 48.6, Feat: 00.2, Predict: 02.3, States: 00.0
Frame: 0191 | Processed: Yes  | TS(ms): 1784185061594 | Delta: 0000 | Phase: Low             | Hip: Too High        | Reps: 02 | RepState: descending_mid  | HipStatus: Too High   | Times(ms) -> MP: 49.3, Feat: 00.2, Predict: 02.4, States: 00.0
Frame: 0192 | Processed: Yes  | TS(ms): 1784185061627 | Delta: 0000 | Phase: Low             | Hip: Too High        | Reps: 02 | RepState: LOW             | HipStatus: Too High   | Times(ms) -> MP: 46.6, Feat: 00.2, Predict: 02.3, States: 00.0
Frame: 0193 | Processed: Yes  | TS(ms): 1784185061660 | Delta: 0000 | Phase: Low             | Hip: Too High        | Reps: 02 | RepState: LOW             | HipStatus: Too High   | Times(ms) -> MP: 51.3, Feat: 00.2, Predict: 02.4, States: 00.0
Frame: 0194 | Processed: Yes  | TS(ms): 1784185061693 | Delta: 0000 | Phase: Low             | Hip: Too High        | Reps: 02 | RepState: LOW             | HipStatus: Too High   | Times(ms) -> MP: 53.7, Feat: 00.2, Predict: 02.3, States: 00.0
Frame: 0195 | Processed: Yes  | TS(ms): 1784185061726 | Delta: 0000 | Phase: Low             | Hip: Too High        | Reps: 02 | RepState: LOW             | HipStatus: Too High   | Times(ms) -> MP: 45.0, Feat: 00.2, Predict: 02.2, States: 00.0
Frame: 0196 | Processed: Yes  | TS(ms): 1784185061759 | Delta: 0000 | Phase: Low             | Hip: Too High        | Reps: 02 | RepState: LOW             | HipStatus: Too High   | Times(ms) -> MP: 48.8, Feat: 00.2, Predict: 02.3, States: 00.0
Frame: 0197 | Processed: Yes  | TS(ms): 1784185061792 | Delta: 0000 | Phase: Low             | Hip: Too High        | Reps: 02 | RepState: LOW             | HipStatus: Too High   | Times(ms) -> MP: 49.6, Feat: 00.2, Predict: 02.3, States: 00.0
Frame: 0198 | Processed: Yes  | TS(ms): 1784185061825 | Delta: 0000 | Phase: Low             | Hip: Too High        | Reps: 02 | RepState: LOW             | HipStatus: Too High   | Times(ms) -> MP: 47.2, Feat: 00.2, Predict: 02.7, States: 00.0
Frame: 0199 | Processed: Yes  | TS(ms): 1784185061858 | Delta: 0000 | Phase: Low             | Hip: Too High        | Reps: 02 | RepState: LOW             | HipStatus: Too High   | Times(ms) -> MP: 47.2, Feat: 00.2, Predict: 02.3, States: 00.0
Frame: 0200 | Processed: Yes  | TS(ms): 1784185061891 | Delta: 0000 | Phase: Low             | Hip: Too High        | Reps: 02 | RepState: LOW             | HipStatus: Too High   | Times(ms) -> MP: 46.1, Feat: 00.2, Predict: 02.9, States: 00.0
Frame: 0201 | Processed: Yes  | TS(ms): 1784185061924 | Delta: 0000 | Phase: Low             | Hip: Too High        | Reps: 02 | RepState: LOW             | HipStatus: Too High   | Times(ms) -> MP: 47.5, Feat: 00.2, Predict: 02.4, States: 00.0
Frame: 0202 | Processed: Yes  | TS(ms): 1784185061957 | Delta: 0000 | Phase: Low             | Hip: Too High        | Reps: 02 | RepState: LOW             | HipStatus: Too High   | Times(ms) -> MP: 46.3, Feat: 00.2, Predict: 02.2, States: 00.0
Frame: 0203 | Processed: Yes  | TS(ms): 1784185061990 | Delta: 0000 | Phase: Low             | Hip: Too High        | Reps: 02 | RepState: LOW             | HipStatus: Too High   | Times(ms) -> MP: 47.1, Feat: 00.2, Predict: 02.3, States: 00.0
Frame: 0204 | Processed: Yes  | TS(ms): 1784185062023 | Delta: 0000 | Phase: Low             | Hip: Too High        | Reps: 02 | RepState: LOW             | HipStatus: Too High   | Times(ms) -> MP: 49.1, Feat: 00.2, Predict: 02.4, States: 00.0
Frame: 0205 | Processed: Yes  | TS(ms): 1784185062056 | Delta: 0000 | Phase: Low             | Hip: Too High        | Reps: 02 | RepState: LOW             | HipStatus: Too High   | Times(ms) -> MP: 47.7, Feat: 00.2, Predict: 02.4, States: 00.0
Frame: 0206 | Processed: Yes  | TS(ms): 1784185062089 | Delta: 0000 | Phase: Low             | Hip: Too High        | Reps: 02 | RepState: LOW             | HipStatus: Too High   | Times(ms) -> MP: 47.0, Feat: 00.2, Predict: 02.3, States: 00.0
Frame: 0207 | Processed: Yes  | TS(ms): 1784185062122 | Delta: 0000 | Phase: Medium          | Hip: Too High        | Reps: 02 | RepState: LOW             | HipStatus: Too High   | Times(ms) -> MP: 47.1, Feat: 00.2, Predict: 02.5, States: 00.0
Frame: 0208 | Processed: Yes  | TS(ms): 1784185062155 | Delta: 0000 | Phase: Low             | Hip: Too High        | Reps: 02 | RepState: LOW             | HipStatus: Too High   | Times(ms) -> MP: 49.1, Feat: 00.2, Predict: 02.3, States: 00.0
Frame: 0209 | Processed: Yes  | TS(ms): 1784185062188 | Delta: 0000 | Phase: Medium          | Hip: Too High        | Reps: 02 | RepState: LOW             | HipStatus: Too High   | Times(ms) -> MP: 49.4, Feat: 00.2, Predict: 03.1, States: 00.0
Frame: 0210 | Processed: Yes  | TS(ms): 1784185062221 | Delta: 0000 | Phase: Low             | Hip: Too High        | Reps: 02 | RepState: LOW             | HipStatus: Too High   | Times(ms) -> MP: 45.4, Feat: 00.2, Predict: 02.2, States: 00.0
Frame: 0211 | Processed: Yes  | TS(ms): 1784185062254 | Delta: 0000 | Phase: Low             | Hip: Too High        | Reps: 02 | RepState: LOW             | HipStatus: Too High   | Times(ms) -> MP: 51.9, Feat: 00.2, Predict: 02.6, States: 00.0
Frame: 0212 | Processed: Yes  | TS(ms): 1784185062287 | Delta: 0000 | Phase: Medium          | Hip: Too High        | Reps: 02 | RepState: LOW             | HipStatus: Too High   | Times(ms) -> MP: 49.7, Feat: 00.2, Predict: 02.1, States: 00.0
Frame: 0213 | Processed: Yes  | TS(ms): 1784185062320 | Delta: 0000 | Phase: Medium          | Hip: Too High        | Reps: 02 | RepState: ascending_mid   | HipStatus: Too High   | Times(ms) -> MP: 47.9, Feat: 00.2, Predict: 02.3, States: 00.0
Frame: 0214 | Processed: Yes  | TS(ms): 1784185062353 | Delta: 0000 | Phase: Medium          | Hip: Too High        | Reps: 02 | RepState: ascending_mid   | HipStatus: Too High   | Times(ms) -> MP: 47.0, Feat: 00.2, Predict: 02.4, States: 00.0
